Timestamp,LBNL Weather Station Wet-Bulb Temperature (),"LBNL Weather Station Dry-Bulb Temperature Sensor (Main, Two-Meter) ()"
2018-09-21T01:00:00-07:00 Los_Angeles,50.85399628,72.39249802
2018-09-21T02:00:00-07:00 Los_Angeles,49.67983055,70.00250053
2018-09-21T03:00:00-07:00 Los_Angeles,50.00974941,69.9375
2018-09-21T04:00:00-07:00 Los_Angeles,49.99452305,70.98750114
2018-09-21T05:00:00-07:00 Los_Angeles,50.22690105,71.22749901
2018-09-21T06:00:00-07:00 Los_Angeles,50.44199657,68.38249969
2018-09-21T07:00:00-07:00 Los_Angeles,49.80070877,65.8674984
2018-09-21T08:00:00-07:00 Los_Angeles,51.43084431,64.18000126
2018-09-21T09:00:00-07:00 Los_Angeles,52.78817463,64.52500057
2018-09-21T10:00:00-07:00 Los_Angeles,54.8297205,63.65750027
2018-09-21T11:00:00-07:00 Los_Angeles,56.00696087,63.98749828
2018-09-21T12:00:00-07:00 Los_Angeles,55.49533367,61.46249962
2018-09-21T13:00:00-07:00 Los_Angeles,55.18648052,60.38749981
2018-09-21T14:00:00-07:00 Los_Angeles,55.52229881,60.84749889
2018-09-21T15:00:00-07:00 Los_Angeles,55.42598248,60.51000023
2018-09-21T16:00:00-07:00 Los_Angeles,56.05110645,62.24750137
2018-09-21T17:00:00-07:00 Los_Angeles,55.62557411,61.05000019
2018-09-21T18:00:00-07:00 Los_Angeles,53.13055897,55.94250011
2018-09-21T19:00:00-07:00 Los_Angeles,51.88154316,53.62750053
2018-09-21T20:00:00-07:00 Los_Angeles,52.15405178,53.2300005
2018-09-21T21:00:00-07:00 Los_Angeles,52.04396629,53.0199995
2018-09-21T22:00:00-07:00 Los_Angeles,50.99877167,54.30000114
2018-09-21T23:00:00-07:00 Los_Angeles,50.0526886,58.40999985
2018-09-22T00:00:00-07:00 Los_Angeles,50.79821301,53.20249939
2018-09-22T01:00:00-07:00 Los_Angeles,50.41980839,51.42500114
2018-09-22T02:00:00-07:00 Los_Angeles,50.1543045,51.01750088
2018-09-22T03:00:00-07:00 Los_Angeles,50.12483025,50.91749954
2018-09-22T04:00:00-07:00 Los_Angeles,50.43067741,51.1950016
2018-09-22T05:00:00-07:00 Los_Angeles,50.24423409,50.99000072
2018-09-22T06:00:00-07:00 Los_Angeles,49.28173351,50.00500011
2018-09-22T07:00:00-07:00 Los_Angeles,49.97707272,50.7074995
2018-09-22T08:00:00-07:00 Los_Angeles,50.67300034,51.40499973
2018-09-22T09:00:00-07:00 Los_Angeles,52.08192158,52.8324995
2018-09-22T10:00:00-07:00 Los_Angeles,54.54595089,55.60000038
2018-09-22T11:00:00-07:00 Los_Angeles,55.86175728,61.23999977
2018-09-22T12:00:00-07:00 Los_Angeles,56.61943913,63.63750076
2018-09-22T13:00:00-07:00 Los_Angeles,56.53621197,63.92000008
2018-09-22T14:00:00-07:00 Los_Angeles,56.60481262,64.35249901
2018-09-22T15:00:00-07:00 Los_Angeles,57.28200531,65.9924984
2018-09-22T16:00:00-07:00 Los_Angeles,56.0891304,63.2974987
2018-09-22T17:00:00-07:00 Los_Angeles,55.01259518,61.03499985
2018-09-22T18:00:00-07:00 Los_Angeles,53.384902,57.15000057
2018-09-22T19:00:00-07:00 Los_Angeles,53.25711441,58.08500004
2018-09-22T20:00:00-07:00 Los_Angeles,53.87841511,61.55000019
2018-09-22T21:00:00-07:00 Los_Angeles,51.31409931,63.34249878
2018-09-22T22:00:00-07:00 Los_Angeles,51.46852398,58.19499969
2018-09-22T23:00:00-07:00 Los_Angeles,51.75847912,58.49750042
2018-09-23T00:00:00-07:00 Los_Angeles,50.15919209,59.48999977
2018-09-23T01:00:00-07:00 Los_Angeles,50.35314369,58.04999924
2018-09-23T02:00:00-07:00 Los_Angeles,51.02931213,58.35499954
2018-09-23T03:00:00-07:00 Los_Angeles,50.38140774,57.80999947
2018-09-23T04:00:00-07:00 Los_Angeles,51.10841084,59.01250076
2018-09-23T05:00:00-07:00 Los_Angeles,50.46641064,55.84000015
2018-09-23T06:00:00-07:00 Los_Angeles,51.21582985,53.83500004
2018-09-23T07:00:00-07:00 Los_Angeles,51.45269775,55.99500084
2018-09-23T08:00:00-07:00 Los_Angeles,51.85125542,53.18500137
2018-09-23T09:00:00-07:00 Los_Angeles,53.59867859,54.7850008
2018-09-23T10:00:00-07:00 Los_Angeles,55.81379414,58.86499977
2018-09-23T11:00:00-07:00 Los_Angeles,57.14749622,62.98250103
2018-09-23T12:00:00-07:00 Los_Angeles,57.53412914,65.63999939
2018-09-23T13:00:00-07:00 Los_Angeles,57.90470695,66.22750092
2018-09-23T14:00:00-07:00 Los_Angeles,57.29804134,65.76000023
2018-09-23T15:00:00-07:00 Los_Angeles,57.04638767,66.58499718
2018-09-23T16:00:00-07:00 Los_Angeles,56.59445953,66.44000053
2018-09-23T17:00:00-07:00 Los_Angeles,56.5473547,66.06749916
2018-09-23T18:00:00-07:00 Los_Angeles,55.42926884,62.33750057
2018-09-23T19:00:00-07:00 Los_Angeles,52.90344334,57.26249981
2018-09-23T20:00:00-07:00 Los_Angeles,51.69354439,54.91250038
2018-09-23T21:00:00-07:00 Los_Angeles,51.56948948,55.3475008
2018-09-23T22:00:00-07:00 Los_Angeles,50.38410664,56.02249908
2018-09-23T23:00:00-07:00 Los_Angeles,47.73992825,57.90750027
2018-09-24T00:00:00-07:00 Los_Angeles,47.8592453,56.4574995
2018-09-24T01:00:00-07:00 Los_Angeles,48.15229511,60.39500046
2018-09-24T02:00:00-07:00 Los_Angeles,49.87944508,60.98999977
2018-09-24T03:00:00-07:00 Los_Angeles,48.73052502,58.18250084
2018-09-24T04:00:00-07:00 Los_Angeles,47.91505337,56.39000034
2018-09-24T05:00:00-07:00 Los_Angeles,48.38475895,59.84000015
2018-09-24T06:00:00-07:00 Los_Angeles,48.77963829,59.75250053
2018-09-24T07:00:00-07:00 Los_Angeles,50.07502079,59.77000046
2018-09-24T08:00:00-07:00 Los_Angeles,50.55698586,57.9375
2018-09-24T09:00:00-07:00 Los_Angeles,52.48388958,57.76249981
2018-09-24T10:00:00-07:00 Los_Angeles,54.43547153,60.47499943
2018-09-24T11:00:00-07:00 Los_Angeles,57.23768806,65.29500008
2018-09-24T12:00:00-07:00 Los_Angeles,59.18619251,68.19499969
2018-09-24T13:00:00-07:00 Los_Angeles,59.20272446,69.70750046
2018-09-24T14:00:00-07:00 Los_Angeles,58.63406181,71.01250076
2018-09-24T15:00:00-07:00 Los_Angeles,56.85005569,66.82500076
2018-09-24T16:00:00-07:00 Los_Angeles,56.17783165,63.70499992
2018-09-24T17:00:00-07:00 Los_Angeles,55.12852573,61.28499985
2018-09-24T18:00:00-07:00 Los_Angeles,53.33775902,57.21249962
2018-09-24T19:00:00-07:00 Los_Angeles,52.14017773,54.32749939
2018-09-24T20:00:00-07:00 Los_Angeles,51.69081593,53.375
2018-09-24T21:00:00-07:00 Los_Angeles,52.13756084,55.07749939
2018-09-24T22:00:00-07:00 Los_Angeles,51.80266857,57.89750004
2018-09-24T23:00:00-07:00 Los_Angeles,51.00521374,59.48499966
2018-09-25T00:00:00-07:00 Los_Angeles,50.33486557,58.31750011
2018-09-25T01:00:00-07:00 Los_Angeles,50.06724072,54.625
2018-09-25T02:00:00-07:00 Los_Angeles,49.94484997,52.41999912
2018-09-25T03:00:00-07:00 Los_Angeles,49.72539425,51.39999866
2018-09-25T04:00:00-07:00 Los_Angeles,50.1235218,51.04750061
2018-09-25T05:00:00-07:00 Los_Angeles,50.27404022,51.09000015
2018-09-25T06:00:00-07:00 Los_Angeles,50.03679752,50.80999947
2018-09-25T07:00:00-07:00 Los_Angeles,50.11852932,50.88000011
2018-09-25T08:00:00-07:00 Los_Angeles,50.71090317,51.46749973
2018-09-25T09:00:00-07:00 Los_Angeles,53.26090908,54.06000042
2018-09-25T10:00:00-07:00 Los_Angeles,57.71663666,58.85249901
2018-09-25T11:00:00-07:00 Los_Angeles,57.66236877,63.71000099
2018-09-25T12:00:00-07:00 Los_Angeles,59.0940609,67.19250107
2018-09-25T13:00:00-07:00 Los_Angeles,57.16787243,64.19499874
2018-09-25T14:00:00-07:00 Los_Angeles,55.66121483,62.47500038
2018-09-25T15:00:00-07:00 Los_Angeles,54.62239075,60.55500031
2018-09-25T16:00:00-07:00 Los_Angeles,55.37596798,61.57000065
2018-09-25T17:00:00-07:00 Los_Angeles,55.73519993,61.76249981
2018-09-25T18:00:00-07:00 Los_Angeles,56.02388,61.81999969
2018-09-25T19:00:00-07:00 Los_Angeles,53.46606636,56.42500019
2018-09-25T20:00:00-07:00 Los_Angeles,53.3346405,58.4649992
2018-09-25T21:00:00-07:00 Los_Angeles,52.00876808,53.17250061
2018-09-25T22:00:00-07:00 Los_Angeles,52.30899715,53.20999908
2018-09-25T23:00:00-07:00 Los_Angeles,52.09387207,54.26749992
2018-09-26T00:00:00-07:00 Los_Angeles,51.17163372,55.26000023
2018-09-26T01:00:00-07:00 Los_Angeles,51.22716999,60.8949995
2018-09-26T02:00:00-07:00 Los_Angeles,50.50152779,59.18000031
2018-09-26T03:00:00-07:00 Los_Angeles,50.43561649,54.97249985
2018-09-26T04:00:00-07:00 Los_Angeles,50.63603878,53.99250031
2018-09-26T05:00:00-07:00 Los_Angeles,49.99485779,52.13999939
2018-09-26T06:00:00-07:00 Los_Angeles,49.85774326,50.70500088
2018-09-26T07:00:00-07:00 Los_Angeles,49.87983227,50.6600008
2018-09-26T08:00:00-07:00 Los_Angeles,51.10433102,51.88249969
2018-09-26T09:00:00-07:00 Los_Angeles,53.42986202,54.23999977
2018-09-26T10:00:00-07:00 Los_Angeles,57.31322956,58.97499943
2018-09-26T11:00:00-07:00 Los_Angeles,58.56449127,65.8200016
2018-09-26T12:00:00-07:00 Los_Angeles,59.55808353,68.56000137
2018-09-26T13:00:00-07:00 Los_Angeles,61.1000061,72.66250038
2018-09-26T14:00:00-07:00 Los_Angeles,60.7459116,72.20499992
2018-09-26T15:00:00-07:00 Los_Angeles,60.41556168,72.29000092
2018-09-26T16:00:00-07:00 Los_Angeles,58.72108555,68.45249939
2018-09-26T17:00:00-07:00 Los_Angeles,57.27613735,64.68750095
2018-09-26T18:00:00-07:00 Los_Angeles,53.28643513,55.71999931
2018-09-26T19:00:00-07:00 Los_Angeles,52.19675255,53.14999962
2018-09-26T20:00:00-07:00 Los_Angeles,52.03699684,52.86250019
2018-09-26T21:00:00-07:00 Los_Angeles,51.85964298,52.64500046
2018-09-26T22:00:00-07:00 Los_Angeles,52.11968517,52.89500046
2018-09-26T23:00:00-07:00 Los_Angeles,54.60311604,56.71500015
2018-09-27T00:00:00-07:00 Los_Angeles,53.06727791,60.18500042
2018-09-27T01:00:00-07:00 Los_Angeles,52.70211983,63.89250088
2018-09-27T02:00:00-07:00 Los_Angeles,53.97929859,61.52249908
2018-09-27T03:00:00-07:00 Los_Angeles,52.81488705,57.25
2018-09-27T04:00:00-07:00 Los_Angeles,50.11409569,51.91749954
2018-09-27T05:00:00-07:00 Los_Angeles,49.56074715,50.33250046
2018-09-27T06:00:00-07:00 Los_Angeles,49.49032307,50.23250103
2018-09-27T07:00:00-07:00 Los_Angeles,50.74502468,51.49499989
2018-09-27T08:00:00-07:00 Los_Angeles,50.03461933,50.7699995
2018-09-27T09:00:00-07:00 Los_Angeles,51.93354797,52.69000053
2018-09-27T10:00:00-07:00 Los_Angeles,53.80183315,54.62249947
2018-09-27T11:00:00-07:00 Los_Angeles,57.15756798,58.9100008
2018-09-27T12:00:00-07:00 Los_Angeles,54.35237408,58.54499912
2018-09-27T13:00:00-07:00 Los_Angeles,55.09457779,60.77750015
2018-09-27T14:00:00-07:00 Los_Angeles,56.75482941,64.45750046
2018-09-27T15:00:00-07:00 Los_Angeles,55.68777561,62.26750088
2018-09-27T16:00:00-07:00 Los_Angeles,56.10040855,62.81499958
2018-09-27T17:00:00-07:00 Los_Angeles,53.5069437,57.34500027
2018-09-27T18:00:00-07:00 Los_Angeles,51.52658558,53.13249969
2018-09-27T19:00:00-07:00 Los_Angeles,51.56263065,52.58000088
2018-09-27T20:00:00-07:00 Los_Angeles,51.53776264,52.38249969
2018-09-27T21:00:00-07:00 Los_Angeles,51.8041296,52.60250092
2018-09-27T22:00:00-07:00 Los_Angeles,51.93368721,52.72500038
2018-09-27T23:00:00-07:00 Los_Angeles,51.6994772,52.49250031
2018-09-28T00:00:00-07:00 Los_Angeles,51.4610796,52.31750011
2018-09-28T01:00:00-07:00 Los_Angeles,51.42394066,52.27999973
2018-09-28T02:00:00-07:00 Los_Angeles,51.27570629,52.14249992
2018-09-28T03:00:00-07:00 Los_Angeles,50.97430134,51.82499981
2018-09-28T04:00:00-07:00 Los_Angeles,50.63844872,51.50749969
2018-09-28T05:00:00-07:00 Los_Angeles,50.17969513,51.1174984
2018-09-28T06:00:00-07:00 Los_Angeles,50.11739635,51.17750072
2018-09-28T07:00:00-07:00 Los_Angeles,50.33042908,51.54249954
2018-09-28T08:00:00-07:00 Los_Angeles,50.9930172,52.51500034
2018-09-28T09:00:00-07:00 Los_Angeles,51.29759789,53.03499985
2018-09-28T10:00:00-07:00 Los_Angeles,51.83930492,53.81499958
2018-09-28T11:00:00-07:00 Los_Angeles,52.31210804,55.09500027
2018-09-28T12:00:00-07:00 Los_Angeles,53.016716,56.86000061
2018-09-28T13:00:00-07:00 Los_Angeles,53.85290241,58.72749996
2018-09-28T14:00:00-07:00 Los_Angeles,54.47437954,59.99250031
2018-09-28T15:00:00-07:00 Los_Angeles,54.9974699,60.97999954
2018-09-28T16:00:00-07:00 Los_Angeles,54.64550972,60.44500065
2018-09-28T17:00:00-07:00 Los_Angeles,53.97280025,59.3550005
2018-09-28T18:00:00-07:00 Los_Angeles,53.12561893,57.53499985
2018-09-28T19:00:00-07:00 Los_Angeles,52.6625433,56.22999954
2018-09-28T20:00:00-07:00 Los_Angeles,52.83144855,56.23249912
2018-09-28T21:00:00-07:00 Los_Angeles,52.65377712,55.81750107
2018-09-28T22:00:00-07:00 Los_Angeles,52.72909164,56.05500031
2018-09-28T23:00:00-07:00 Los_Angeles,52.67223549,56.07750034
2018-09-29T00:00:00-07:00 Los_Angeles,53.19194031,56.56499958
2018-09-29T01:00:00-07:00 Los_Angeles,53.03050137,56.1449995
2018-09-29T02:00:00-07:00 Los_Angeles,53.42737961,56.47249985
2018-09-29T03:00:00-07:00 Los_Angeles,54.06321144,56.56999969
2018-09-29T04:00:00-07:00 Los_Angeles,54.22564983,56.79500008
2018-09-29T05:00:00-07:00 Los_Angeles,53.99348736,56.75749969
2018-09-29T06:00:00-07:00 Los_Angeles,54.01678467,56.88000011
2018-09-29T07:00:00-07:00 Los_Angeles,53.2335062,56.29999924
2018-09-29T08:00:00-07:00 Los_Angeles,53.61009789,57.00750065
2018-09-29T09:00:00-07:00 Los_Angeles,54.21198273,59.02750015
2018-09-29T10:00:00-07:00 Los_Angeles,55.14657211,61.12999916
2018-09-29T11:00:00-07:00 Los_Angeles,55.65623856,62.84249973
2018-09-29T12:00:00-07:00 Los_Angeles,56.60595417,65
2018-09-29T13:00:00-07:00 Los_Angeles,56.76531506,64.86000061
2018-09-29T14:00:00-07:00 Los_Angeles,57.30076504,65.01249886
2018-09-29T15:00:00-07:00 Los_Angeles,57.35660934,65.1400013
2018-09-29T16:00:00-07:00 Los_Angeles,57.27495956,64.74499989
2018-09-29T17:00:00-07:00 Los_Angeles,57.12397766,63.23749924
2018-09-29T18:00:00-07:00 Los_Angeles,56.78471565,61.38249969
2018-09-29T19:00:00-07:00 Los_Angeles,56.81529713,61.14750004
2018-09-29T20:00:00-07:00 Los_Angeles,56.37301254,59.03250027
2018-09-29T21:00:00-07:00 Los_Angeles,56.18396091,57.82750034
2018-09-29T22:00:00-07:00 Los_Angeles,56.19993877,58.00999928
2018-09-29T23:00:00-07:00 Los_Angeles,56.36048222,58.50500011
2018-09-30T00:00:00-07:00 Los_Angeles,56.02952766,58.43999958
2018-09-30T01:00:00-07:00 Los_Angeles,55.98916435,58.88749981
2018-09-30T02:00:00-07:00 Los_Angeles,55.95973778,59.28000069
2018-09-30T03:00:00-07:00 Los_Angeles,55.93844986,59.60250092
2018-09-30T04:00:00-07:00 Los_Angeles,55.63681602,59.48500061
2018-09-30T05:00:00-07:00 Los_Angeles,54.8892746,58.60749912
2018-09-30T06:00:00-07:00 Los_Angeles,54.81609726,58.6875
2018-09-30T07:00:00-07:00 Los_Angeles,54.70214367,58.42499924
2018-09-30T08:00:00-07:00 Los_Angeles,55.44602966,59.72500038
2018-09-30T09:00:00-07:00 Los_Angeles,55.8954277,60.46999931
2018-09-30T10:00:00-07:00 Los_Angeles,56.46465969,61.86999989
2018-09-30T11:00:00-07:00 Los_Angeles,57.89549923,64.62500191
2018-09-30T12:00:00-07:00 Los_Angeles,58.44662094,66.08500099
2018-09-30T13:00:00-07:00 Los_Angeles,58.51756763,67.875
2018-09-30T14:00:00-07:00 Los_Angeles,57.84565067,67.92000008
2018-09-30T15:00:00-07:00 Los_Angeles,57.6780529,65.24499989
2018-09-30T16:00:00-07:00 Los_Angeles,57.01713562,63.31000042
2018-09-30T17:00:00-07:00 Los_Angeles,56.28507423,60.54249954
2018-09-30T18:00:00-07:00 Los_Angeles,56.28211975,60.0824995
2018-09-30T19:00:00-07:00 Los_Angeles,55.98086071,59.19250011
2018-09-30T20:00:00-07:00 Los_Angeles,55.73877716,60.43500042
2018-09-30T21:00:00-07:00 Los_Angeles,54.74647522,61.62250042
2018-09-30T22:00:00-07:00 Los_Angeles,55.26111221,60.52500057
2018-09-30T23:00:00-07:00 Los_Angeles,56.01285458,60.07249928
2018-10-01T00:00:00-07:00 Los_Angeles,55.22624588,60.99999905
2018-10-01T01:00:00-07:00 Los_Angeles,56.27095318,58.22249985
2018-10-01T02:00:00-07:00 Los_Angeles,56.13210487,57.3550005
2018-10-01T03:00:00-07:00 Los_Angeles,55.63913155,57.36250019
2018-10-01T04:00:00-07:00 Los_Angeles,54.65037727,59.54249954
2018-10-01T05:00:00-07:00 Los_Angeles,54.05054855,60.22749996
2018-10-01T06:00:00-07:00 Los_Angeles,54.54755783,58.75749969
2018-10-01T07:00:00-07:00 Los_Angeles,55.327075,58.9375
2018-10-01T08:00:00-07:00 Los_Angeles,56.2196579,59.96750069
2018-10-01T09:00:00-07:00 Los_Angeles,56.60416889,61.99000072
2018-10-01T10:00:00-07:00 Los_Angeles,57.64141273,62.98999882
2018-10-01T11:00:00-07:00 Los_Angeles,57.91896152,63.06749916
2018-10-01T12:00:00-07:00 Los_Angeles,58.32188511,68.49499893
2018-10-01T13:00:00-07:00 Los_Angeles,59.1892252,69.73000145
2018-10-01T14:00:00-07:00 Los_Angeles,59.16248226,70.57999992
2018-10-01T15:00:00-07:00 Los_Angeles,58.23963451,71.34499931
2018-10-01T16:00:00-07:00 Los_Angeles,56.85625362,65.97499847
2018-10-01T17:00:00-07:00 Los_Angeles,54.52008629,61.64000034
2018-10-01T18:00:00-07:00 Los_Angeles,55.14415359,61.67750072
2018-10-01T19:00:00-07:00 Los_Angeles,55.99806976,61.97499943
2018-10-01T20:00:00-07:00 Los_Angeles,59.36671352,65.3275013
2018-10-01T21:00:00-07:00 Los_Angeles,59.08312702,64.6050005
2018-10-01T22:00:00-07:00 Los_Angeles,59.09229755,64.26499748
2018-10-01T23:00:00-07:00 Los_Angeles,59.22302151,64.12749958
2018-10-02T00:00:00-07:00 Los_Angeles,59.20122814,64.3599987
2018-10-02T01:00:00-07:00 Los_Angeles,57.68677711,62.31999969
2018-10-02T02:00:00-07:00 Los_Angeles,57.37015915,62.78000069
2018-10-02T03:00:00-07:00 Los_Angeles,57.2906599,61.09249973
2018-10-02T04:00:00-07:00 Los_Angeles,57.91278934,61.21000004
2018-10-02T05:00:00-07:00 Los_Angeles,58.0293808,61.89249992
2018-10-02T06:00:00-07:00 Los_Angeles,57.45443726,60.06750011
2018-10-02T07:00:00-07:00 Los_Angeles,57.28286266,59.52500057
2018-10-02T08:00:00-07:00 Los_Angeles,57.96421719,60.39249992
2018-10-02T09:00:00-07:00 Los_Angeles,59.26967621,63.31500149
2018-10-02T10:00:00-07:00 Los_Angeles,60.25184059,66.5700016
2018-10-02T11:00:00-07:00 Los_Angeles,61.70832348,66.1099987
2018-10-02T12:00:00-07:00 Los_Angeles,62.45359707,67.49250031
2018-10-02T13:00:00-07:00 Los_Angeles,63.29910946,69.89999962
2018-10-02T14:00:00-07:00 Los_Angeles,62.83466148,69.28499985
2018-10-02T15:00:00-07:00 Los_Angeles,63.98768806,72.17750168
2018-10-02T16:00:00-07:00 Los_Angeles,61.04493332,68.26249886
2018-10-02T17:00:00-07:00 Los_Angeles,60.16630173,68.07999992
2018-10-02T18:00:00-07:00 Los_Angeles,58.72898769,65.17499924
2018-10-02T19:00:00-07:00 Los_Angeles,57.8332777,62.13000011
2018-10-02T20:00:00-07:00 Los_Angeles,59.39467621,61.35750008
2018-10-02T21:00:00-07:00 Los_Angeles,59.47980404,61.17499924
2018-10-02T22:00:00-07:00 Los_Angeles,59.50684834,61.32999992
2018-10-02T23:00:00-07:00 Los_Angeles,59.23454189,60.41499996
2018-10-03T00:00:00-07:00 Los_Angeles,59.47817421,61.07249928
2018-10-03T01:00:00-07:00 Los_Angeles,59.32164574,61.96000004
2018-10-03T02:00:00-07:00 Los_Angeles,58.59452915,62.63749981
2018-10-03T03:00:00-07:00 Los_Angeles,57.70800877,61.61999893
2018-10-03T04:00:00-07:00 Los_Angeles,57.7702446,61.83500004
2018-10-03T05:00:00-07:00 Los_Angeles,57.63385582,61.85750103
2018-10-03T06:00:00-07:00 Los_Angeles,57.19630146,62.33250141
2018-10-03T07:00:00-07:00 Los_Angeles,57.23661137,62.50250053
2018-10-03T08:00:00-07:00 Los_Angeles,57.96142006,62.32499981
2018-10-03T09:00:00-07:00 Los_Angeles,58.74374485,63.10750008
2018-10-03T10:00:00-07:00 Los_Angeles,59.80948448,64.36999893
2018-10-03T11:00:00-07:00 Los_Angeles,60.65397453,64.81000137
2018-10-03T12:00:00-07:00 Los_Angeles,61.11043358,67.16500092
2018-10-03T13:00:00-07:00 Los_Angeles,60.15746975,68.16500092
2018-10-03T14:00:00-07:00 Los_Angeles,59.99615002,67.38000107
2018-10-03T15:00:00-07:00 Los_Angeles,60.20746803,66.1099987
2018-10-03T16:00:00-07:00 Los_Angeles,59.70351791,63.11000061
2018-10-03T17:00:00-07:00 Los_Angeles,59.7913065,62.77999973
2018-10-03T18:00:00-07:00 Los_Angeles,59.08323288,60.76249981
2018-10-03T19:00:00-07:00 Los_Angeles,58.37366676,59.46249962
2018-10-03T20:00:00-07:00 Los_Angeles,57.37098122,58.30500031
2018-10-03T21:00:00-07:00 Los_Angeles,57.07018661,57.95999908
2018-10-03T22:00:00-07:00 Los_Angeles,56.49942207,57.35750103
2018-10-03T23:00:00-07:00 Los_Angeles,56.43759346,57.28000069
2018-10-04T00:00:00-07:00 Los_Angeles,56.57319546,57.41250038
2018-10-04T01:00:00-07:00 Los_Angeles,56.28614521,57.13000107
2018-10-04T02:00:00-07:00 Los_Angeles,56.09907818,56.92750072
2018-10-04T03:00:00-07:00 Los_Angeles,55.95248032,56.77499962
2018-10-04T04:00:00-07:00 Los_Angeles,55.97366142,56.78750038
2018-10-04T05:00:00-07:00 Los_Angeles,56.44246197,57.73499966
2018-10-04T06:00:00-07:00 Los_Angeles,55.16529942,57.64500046
2018-10-04T07:00:00-07:00 Los_Angeles,54.6828146,57.875
2018-10-04T08:00:00-07:00 Los_Angeles,55.09278107,58.5274992
2018-10-04T09:00:00-07:00 Los_Angeles,55.64297485,59.57250023
2018-10-04T10:00:00-07:00 Los_Angeles,55.6294117,59.63500023
2018-10-04T11:00:00-07:00 Los_Angeles,56.03311348,60.31750011
2018-10-04T12:00:00-07:00 Los_Angeles,55.82947922,61.18000031
2018-10-04T13:00:00-07:00 Los_Angeles,56.8022337,63.47749901
2018-10-04T14:00:00-07:00 Los_Angeles,56.69016457,62.32250023
2018-10-04T15:00:00-07:00 Los_Angeles,56.9786253,62.66999912
2018-10-04T16:00:00-07:00 Los_Angeles,56.51476383,60.80499935
2018-10-04T17:00:00-07:00 Los_Angeles,55.48412037,58.73750019
2018-10-04T18:00:00-07:00 Los_Angeles,54.73186207,57.36750126
2018-10-04T19:00:00-07:00 Los_Angeles,53.32312965,56.31499958
2018-10-04T20:00:00-07:00 Los_Angeles,52.1166811,55.21000099
2018-10-04T21:00:00-07:00 Los_Angeles,51.80816555,54.77000046
2018-10-04T22:00:00-07:00 Los_Angeles,51.14459324,54.15499973
2018-10-04T23:00:00-07:00 Los_Angeles,50.92625141,54.01499939
2018-10-05T00:00:00-07:00 Los_Angeles,51.07828712,53.69999981
2018-10-05T01:00:00-07:00 Los_Angeles,51.67519665,54.0425005
2018-10-05T02:00:00-07:00 Los_Angeles,51.62526226,53.88249969
2018-10-05T03:00:00-07:00 Los_Angeles,51.16028595,53.55249882
2018-10-05T04:00:00-07:00 Los_Angeles,50.85786438,53.66749954
2018-10-05T05:00:00-07:00 Los_Angeles,51.36720181,53.4024992
2018-10-05T06:00:00-07:00 Los_Angeles,51.01444721,53.2774992
2018-10-05T07:00:00-07:00 Los_Angeles,51.048913,53.92749882
2018-10-05T08:00:00-07:00 Los_Angeles,51.51949978,54.65000057
2018-10-05T09:00:00-07:00 Los_Angeles,52.76436329,55.87249947
2018-10-05T10:00:00-07:00 Los_Angeles,54.55143929,58.77250004
2018-10-05T11:00:00-07:00 Los_Angeles,55.68392467,60.51249981
2018-10-05T12:00:00-07:00 Los_Angeles,56.47400284,62.64750004
2018-10-05T13:00:00-07:00 Los_Angeles,57.01412868,64.08749962
2018-10-05T14:00:00-07:00 Los_Angeles,57.55428219,65.72749901
2018-10-05T15:00:00-07:00 Los_Angeles,57.19158936,66.22749901
2018-10-05T16:00:00-07:00 Los_Angeles,55.11591148,64.39249992
2018-10-05T17:00:00-07:00 Los_Angeles,54.12869072,63.65999794
2018-10-05T18:00:00-07:00 Los_Angeles,53.94894028,63.11499977
2018-10-05T19:00:00-07:00 Los_Angeles,53.42472458,61.49000072
2018-10-05T20:00:00-07:00 Los_Angeles,53.69387245,60.04999924
2018-10-05T21:00:00-07:00 Los_Angeles,52.57531834,59.69500065
2018-10-05T22:00:00-07:00 Los_Angeles,52.56947422,58.84000015
2018-10-05T23:00:00-07:00 Los_Angeles,52.69640446,58.47499943
