Time (YY:MM:DD hh:mm:ss.s),Flow (US GPM),Energy NET (Ton),RTD1 Temperature (F),RTD2 Temperature (F)
9/6/2018 15:24:51.4,75.27,-7.9,73.94,81.28
9/6/2018 15:34:51.4,75.90,-11.9,73.53,81.59
9/6/2018 15:44:51.4,74.71,-15.9,73.49,81.01
9/6/2018 15:54:51.4,75.31,-19.8,73.94,80.96
9/6/2018 16:04:51.4,74.83,-23.4,73.87,80.78
9/6/2018 16:14:51.4,74.67,-27.1,73.71,81.18
9/6/2018 16:24:51.4,75.15,-31.0,73.89,81.23
9/6/2018 16:34:51.4,75.23,-34.8,74.03,81.25
9/6/2018 16:44:51.4,75.54,-38.6,73.90,81.66
9/6/2018 16:54:51.4,75.03,-42.7,73.74,81.50
9/6/2018 17:04:51.4,75.62,-46.7,73.67,81.34
9/6/2018 17:14:51.4,78.44,-50.6,74.30,81.21
9/6/2018 17:24:51.4,77.45,-54.7,74.32,82.02
9/6/2018 17:34:51.4,77.13,-58.8,73.89,81.88
9/6/2018 17:44:51.4,77.29,-63.1,73.96,81.95
9/6/2018 17:54:51.4,77.17,-67.2,74.30,81.64
9/6/2018 18:04:51.4,77.33,-71.1,74.19,81.57
9/6/2018 18:14:51.4,77.69,-75.2,73.81,81.63
9/6/2018 18:24:51.4,74.35,-79.3,73.69,80.89
9/6/2018 18:34:51.4,74.99,-82.8,73.81,80.55
9/6/2018 18:44:51.4,74.87,-86.4,73.49,80.46
9/6/2018 18:54:51.4,75.54,-90.1,73.22,80.44
9/6/2018 19:04:51.4,74.71,-93.8,73.29,80.04
9/6/2018 19:14:51.4,77.05,-97.3,73.81,80.60
9/6/2018 19:24:51.4,76.65,-100.9,73.87,80.62
9/6/2018 19:34:51.4,75.78,-104.7,73.53,81.00
9/6/2018 19:44:51.4,75.90,-108.5,73.47,80.62
9/6/2018 19:54:51.4,75.34,-112.1,73.74,80.33
9/6/2018 20:04:51.4,76.30,-115.6,73.69,80.38
9/6/2018 20:14:51.4,73.76,-119.2,73.22,80.38
9/6/2018 20:24:51.4,74.43,-122.8,73.00,79.75
9/6/2018 20:34:51.4,73.88,-126.0,73.40,79.39
9/6/2018 20:44:51.4,74.23,-129.0,73.31,79.32
9/6/2018 20:54:51.4,74.08,-132.2,72.99,79.25
9/6/2018 21:04:51.4,73.92,-135.4,73.40,79.16
9/6/2018 21:14:51.4,74.79,-138.1,73.63,78.96
9/6/2018 21:24:51.4,73.88,-141.0,73.56,79.38
9/6/2018 21:34:51.4,74.11,-144.1,73.31,79.39
9/6/2018 21:44:51.4,74.19,-147.2,73.49,79.18
9/6/2018 21:54:51.4,74.71,-150.0,73.71,79.16
9/6/2018 22:04:51.4,73.96,-152.9,73.26,79.27
9/6/2018 22:14:51.4,74.11,-156.1,73.36,79.41
9/6/2018 22:24:51.4,75.03,-159.0,73.56,79.03
9/6/2018 22:34:51.4,73.88,-161.8,73.74,79.29
9/6/2018 22:44:51.4,74.67,-164.8,73.24,79.29
9/6/2018 22:54:51.4,73.60,-167.9,73.35,79.25
9/6/2018 23:04:51.4,74.35,-170.7,73.69,79.00
9/6/2018 23:14:51.4,73.96,-173.4,73.56,78.87
9/6/2018 23:24:51.4,73.72,-176.3,73.35,79.27
9/6/2018 23:34:51.4,74.11,-179.3,73.40,79.02
9/6/2018 23:44:51.4,73.64,-182.1,73.92,79.25
9/6/2018 23:54:51.4,74.00,-184.8,73.45,78.98
9/7/2018 00:04:51.4,73.40,-187.8,73.35,79.30
9/7/2018 00:14:51.4,73.92,-190.8,73.31,78.94
9/7/2018 00:24:51.4,72.96,-193.7,73.18,79.02
9/7/2018 00:34:51.4,73.44,-196.8,72.95,79.03
9/7/2018 00:44:51.4,73.40,-199.8,72.91,78.69
9/7/2018 00:54:51.4,73.12,-202.9,72.54,78.67
9/7/2018 01:04:51.4,72.81,-205.7,72.97,78.35
9/7/2018 01:14:51.4,72.88,-208.5,72.81,78.46
9/7/2018 01:24:51.4,72.96,-211.2,73.40,78.69
9/7/2018 01:34:51.4,72.53,-214.1,72.70,78.75
9/7/2018 01:44:51.4,72.92,-217.2,72.63,78.73
9/7/2018 01:54:51.4,72.57,-220.1,72.82,78.28
9/7/2018 02:04:51.4,73.36,-222.9,72.73,78.49
9/7/2018 02:14:51.4,72.85,-225.8,73.13,78.37
9/7/2018 02:24:51.4,73.72,-228.4,73.04,78.46
9/7/2018 02:34:51.4,72.88,-231.3,73.11,78.85
9/7/2018 02:44:51.4,72.96,-234.1,73.49,78.80
9/7/2018 02:54:51.4,72.57,-236.9,72.70,78.71
9/7/2018 03:04:51.4,72.01,-240.1,72.77,78.94
9/7/2018 03:14:51.4,73.28,-242.9,72.84,78.35
9/7/2018 03:24:51.4,72.77,-245.7,72.81,78.53
9/7/2018 03:34:51.4,72.96,-248.6,73.20,78.49
9/7/2018 03:44:51.4,72.37,-251.2,73.29,78.49
9/7/2018 03:54:51.4,73.00,-254.0,73.17,78.89
9/7/2018 04:04:51.4,72.65,-256.8,73.13,78.75
9/7/2018 04:14:51.4,73.24,-259.9,72.54,78.93
9/7/2018 04:24:51.4,72.41,-263.0,72.82,78.62
9/7/2018 04:34:51.4,72.29,-265.8,72.84,78.39
9/7/2018 04:44:51.4,72.53,-268.7,72.86,78.44
9/7/2018 04:54:51.4,71.73,-271.4,73.04,78.48
9/7/2018 05:04:51.4,72.77,-274.2,72.84,78.53
9/7/2018 05:14:51.4,72.05,-277.0,73.09,78.35
9/7/2018 05:24:51.4,72.81,-279.7,72.95,78.82
9/7/2018 05:34:51.4,72.29,-282.6,72.90,78.67
9/7/2018 05:44:51.4,72.69,-285.4,73.20,78.62
9/7/2018 05:54:51.4,73.04,-288.2,72.90,78.46
9/7/2018 06:04:51.4,71.93,-291.0,73.35,78.62
9/7/2018 06:14:51.4,72.69,-293.8,72.43,78.53
9/7/2018 06:24:51.4,72.05,-297.0,72.32,78.58
9/7/2018 06:34:51.4,72.69,-300.0,72.41,78.30
9/7/2018 06:44:51.4,72.29,-302.8,72.41,77.83
9/7/2018 06:54:51.4,72.09,-305.6,72.27,78.10
9/7/2018 07:04:51.4,72.09,-308.5,72.09,77.86
9/7/2018 07:14:51.4,72.05,-311.4,72.30,77.90
9/7/2018 07:24:51.4,72.53,-314.2,72.14,77.70
9/7/2018 07:34:51.4,72.33,-317.1,72.09,77.95
9/7/2018 07:44:51.4,72.53,-320.0,71.98,77.90
9/7/2018 07:54:51.4,71.58,-322.8,72.25,77.70
9/7/2018 08:04:51.4,73.08,-325.5,72.46,77.63
9/7/2018 08:14:51.4,72.13,-328.1,72.39,77.85
9/7/2018 08:24:51.4,72.21,-330.8,72.91,78.01
9/7/2018 08:34:51.4,72.45,-333.4,72.25,78.04
9/7/2018 08:44:51.4,71.62,-336.4,72.36,78.49
9/7/2018 08:54:51.4,72.21,-339.5,72.00,77.97
9/7/2018 09:04:51.4,72.13,-342.3,72.84,77.79
9/7/2018 09:14:51.4,72.49,-344.6,73.09,77.83
9/7/2018 09:24:51.4,72.33,-347.1,73.13,78.64
9/7/2018 09:34:51.4,72.61,-350.0,72.79,78.80
9/7/2018 09:44:51.4,72.61,-353.0,72.68,78.62
9/7/2018 09:54:51.4,72.57,-356.0,72.54,78.57
9/7/2018 10:04:51.4,72.77,-358.8,72.72,78.30
9/7/2018 10:14:51.4,72.65,-361.7,72.63,78.49
9/7/2018 10:24:51.4,73.40,-364.8,72.75,78.53
9/7/2018 10:34:51.4,72.41,-367.4,73.78,78.67
9/7/2018 10:44:51.4,73.44,-369.9,73.65,79.05
9/7/2018 10:54:51.4,72.69,-372.8,73.49,79.48
9/7/2018 11:04:51.4,73.84,-375.8,73.98,79.59
9/7/2018 11:14:51.4,73.88,-378.6,74.17,79.47
9/7/2018 11:24:51.4,74.19,-381.5,73.99,80.02
9/7/2018 11:34:51.4,74.27,-384.7,73.42,80.01
9/7/2018 11:44:51.4,73.48,-388.0,74.05,79.95
9/7/2018 11:54:51.4,73.72,-391.0,73.85,79.61
9/7/2018 12:04:51.4,73.64,-394.2,73.74,80.15
9/7/2018 12:14:51.4,74.19,-397.5,73.62,80.17
9/7/2018 12:24:51.4,73.92,-400.7,74.12,80.19
9/7/2018 12:34:51.4,74.99,-404.0,73.69,80.53
9/7/2018 12:44:51.4,75.27,-407.7,73.49,80.82
9/7/2018 12:54:51.4,74.91,-411.5,73.69,80.67
9/7/2018 13:04:51.4,75.46,-415.0,73.92,80.53
9/7/2018 13:14:51.4,74.95,-418.5,73.80,80.94
9/7/2018 13:24:51.4,75.86,-422.3,73.81,81.18
9/7/2018 13:34:51.4,74.87,-426.1,73.89,81.10
9/7/2018 13:44:51.4,78.88,-429.9,74.03,81.28
9/7/2018 13:54:51.4,77.41,-433.9,74.17,82.33
9/7/2018 14:04:51.4,77.53,-438.2,74.26,82.31
9/7/2018 14:14:51.4,77.37,-442.5,74.53,82.22
9/7/2018 14:24:51.4,77.33,-446.6,74.82,82.44
9/7/2018 14:34:51.4,75.19,-450.8,74.44,82.92
9/7/2018 14:44:51.4,75.31,-455.1,74.41,82.36
9/7/2018 14:54:51.4,75.86,-459.4,74.26,82.29
9/7/2018 15:04:51.4,75.34,-463.4,74.53,81.99
9/7/2018 15:14:51.4,75.90,-467.5,73.99,82.40
9/7/2018 15:24:51.4,80.19,-471.9,74.84,82.27
9/7/2018 15:34:51.4,78.56,-476.1,75.07,83.23
9/7/2018 15:44:51.4,78.16,-480.5,74.98,83.39
9/7/2018 15:54:51.4,78.48,-485.1,74.79,83.48
9/7/2018 16:04:51.4,78.64,-489.9,74.75,83.39
9/7/2018 16:14:51.4,78.28,-494.5,75.02,83.21
9/7/2018 16:24:51.4,78.52,-498.9,74.95,83.19
9/7/2018 16:34:51.4,78.16,-503.5,74.93,83.39
9/7/2018 16:44:51.4,78.76,-508.1,74.75,83.25
9/7/2018 16:54:51.4,77.65,-512.7,74.55,83.03
9/7/2018 17:04:51.4,78.32,-517.2,74.75,82.94
9/7/2018 17:14:51.4,75.66,-521.5,74.61,82.80
9/7/2018 17:24:51.4,76.54,-525.7,74.14,82.27
9/7/2018 17:34:51.4,75.62,-530.1,74.12,82.31
9/7/2018 17:44:51.4,77.53,-534.2,74.70,81.77
9/7/2018 17:54:51.4,78.12,-538.3,74.80,82.42
9/7/2018 18:04:51.4,77.96,-542.6,74.41,82.71
9/7/2018 18:14:51.4,78.60,-547.1,74.35,82.63
9/7/2018 18:24:51.4,78.12,-551.4,74.50,82.24
9/7/2018 18:34:51.4,77.77,-555.5,74.62,82.08
9/7/2018 18:44:51.4,77.65,-559.5,74.50,82.22
9/7/2018 18:54:51.4,77.13,-563.7,74.30,82.13
9/7/2018 19:04:51.4,77.77,-567.7,74.59,81.79
9/7/2018 19:14:51.4,77.61,-571.6,74.71,81.97
9/7/2018 19:24:51.4,78.36,-575.7,74.48,82.08
9/7/2018 19:34:51.4,76.65,-579.9,74.05,81.95
9/7/2018 19:44:51.4,77.61,-584.0,74.21,81.66
9/7/2018 19:54:51.4,76.18,-587.9,74.41,81.54
9/7/2018 20:04:51.4,75.15,-591.6,74.30,81.45
9/7/2018 20:14:51.4,75.15,-595.3,73.63,80.92
9/7/2018 20:24:51.4,74.87,-599.1,73.74,80.71
9/7/2018 20:34:51.4,75.27,-602.5,73.78,80.26
9/7/2018 20:44:51.4,74.47,-605.9,73.69,80.24
9/7/2018 20:54:51.4,75.34,-609.4,73.20,80.02
9/7/2018 21:04:51.4,73.80,-612.9,73.31,79.90
9/7/2018 21:14:51.4,75.23,-616.1,73.78,79.57
9/7/2018 21:24:51.4,74.43,-619.0,73.62,79.59
9/7/2018 21:34:51.4,74.83,-622.4,73.36,79.97
9/7/2018 21:44:51.4,74.39,-625.7,73.45,79.65
9/7/2018 21:54:51.4,73.92,-628.8,73.78,79.65
9/7/2018 22:04:51.4,75.11,-631.8,73.72,79.70
9/7/2018 22:14:51.4,74.47,-635.1,73.44,79.88
9/7/2018 22:24:51.4,75.15,-638.3,73.40,79.70
9/7/2018 22:34:51.4,74.31,-641.4,73.76,79.43
9/7/2018 22:44:51.4,74.55,-644.4,73.67,79.72
9/7/2018 22:54:51.4,74.11,-647.7,73.31,79.72
9/7/2018 23:04:51.4,74.59,-650.9,73.54,79.59
9/7/2018 23:14:51.4,75.11,-653.9,73.65,79.36
9/7/2018 23:24:51.4,73.88,-656.9,73.54,79.74
9/7/2018 23:34:51.4,74.87,-660.1,73.40,79.66
9/7/2018 23:44:51.4,73.88,-663.3,73.72,79.65
9/7/2018 23:54:51.4,74.83,-666.3,73.53,79.66
9/8/2018 00:04:51.4,74.15,-669.6,73.40,79.77
9/8/2018 00:14:51.4,74.23,-672.8,73.42,79.61
9/8/2018 00:24:51.4,73.92,-675.9,73.54,79.47
9/8/2018 00:34:51.4,74.63,-679.0,73.63,79.56
9/8/2018 00:44:51.4,74.00,-682.0,73.54,79.38
9/8/2018 00:54:51.4,73.68,-685.0,73.63,79.54
9/8/2018 01:04:51.4,74.71,-688.0,73.58,79.61
9/8/2018 01:14:51.4,74.08,-691.1,73.60,79.57
9/8/2018 01:24:51.4,74.35,-694.1,73.58,79.59
9/8/2018 01:34:51.4,73.92,-697.2,73.54,79.45
9/8/2018 01:44:51.4,74.35,-700.3,73.54,79.56
9/8/2018 01:54:51.4,73.72,-703.4,73.53,79.45
9/8/2018 02:04:51.4,74.19,-706.5,73.51,79.56
9/8/2018 02:14:51.4,74.08,-709.5,73.58,79.61
9/8/2018 02:24:51.4,73.88,-712.6,73.56,79.52
9/8/2018 02:34:51.4,74.39,-715.6,73.62,79.52
9/8/2018 02:44:51.4,74.08,-718.7,73.54,79.59
9/8/2018 02:54:51.4,74.79,-721.8,73.62,79.54
9/8/2018 03:04:51.4,74.11,-724.9,73.58,79.63
9/8/2018 03:14:51.4,75.07,-728.1,73.20,79.59
9/8/2018 03:24:51.4,73.44,-731.4,73.54,79.56
9/8/2018 03:34:51.4,74.71,-734.4,73.51,79.38
9/8/2018 03:44:51.4,74.51,-737.4,73.62,79.39
9/8/2018 03:54:51.4,74.00,-740.6,73.22,79.59
9/8/2018 04:04:51.4,74.75,-743.8,73.27,79.43
9/8/2018 04:14:51.4,73.52,-746.9,73.42,79.34
9/8/2018 04:24:51.4,74.83,-749.9,73.24,79.30
9/8/2018 04:34:51.4,73.64,-753.2,73.24,79.41
9/8/2018 04:44:51.4,74.23,-756.1,73.85,79.11
9/8/2018 04:54:51.4,74.27,-758.9,73.33,79.20
9/8/2018 05:04:51.4,74.59,-762.1,73.26,79.84
9/8/2018 05:14:51.4,73.72,-765.3,73.13,79.12
9/8/2018 05:24:51.4,73.84,-768.5,72.84,79.21
9/8/2018 05:34:51.4,74.19,-771.6,73.27,79.02
9/8/2018 05:44:51.4,73.56,-774.3,73.62,78.98
9/8/2018 05:54:51.4,74.39,-777.2,73.63,79.38
9/8/2018 06:04:51.4,74.39,-780.0,73.94,79.43
9/8/2018 06:14:51.4,74.91,-783.1,73.51,79.92
9/8/2018 06:24:51.4,73.64,-786.4,73.26,79.63
9/8/2018 06:34:51.4,74.00,-789.6,73.20,79.34
9/8/2018 06:44:51.4,73.88,-792.8,72.82,79.12
9/8/2018 06:54:51.4,73.28,-795.9,73.47,79.09
9/8/2018 07:04:51.4,74.55,-798.6,73.56,79.03
9/8/2018 07:14:51.4,74.15,-801.6,73.47,79.52
9/8/2018 07:24:51.4,74.51,-804.7,73.51,79.43
9/8/2018 07:34:51.4,73.60,-807.8,73.09,79.36
9/8/2018 07:44:51.4,74.00,-811.1,73.09,79.29
9/8/2018 07:54:51.4,73.84,-814.0,73.53,79.02
9/8/2018 08:04:51.4,74.04,-816.9,73.49,79.20
9/8/2018 08:14:51.4,73.44,-819.7,73.76,79.29
9/8/2018 08:24:51.4,73.76,-822.7,73.29,79.45
9/8/2018 08:34:51.4,73.80,-826.0,73.09,79.52
9/8/2018 08:44:51.4,73.64,-829.0,73.71,79.16
9/8/2018 08:54:51.4,74.91,-831.8,73.67,79.25
9/8/2018 09:04:51.4,73.76,-834.7,74.07,79.79
9/8/2018 09:14:51.4,74.59,-837.6,73.81,79.56
9/8/2018 09:24:51.4,74.27,-840.7,73.31,79.74
9/8/2018 09:34:51.4,74.31,-844.0,73.53,79.54
9/8/2018 09:44:51.4,74.11,-846.9,73.69,79.12
9/8/2018 09:54:51.4,73.80,-849.8,73.80,79.66
9/8/2018 10:04:51.4,74.63,-852.7,74.12,79.59
9/8/2018 10:14:51.4,74.31,-855.7,73.65,79.79
9/8/2018 10:24:51.4,74.83,-858.9,73.67,79.86
9/8/2018 10:34:51.4,74.31,-861.9,74.16,79.56
9/8/2018 10:44:51.4,74.67,-864.7,74.05,80.01
9/8/2018 10:54:51.4,74.11,-867.8,74.01,80.19
9/8/2018 11:04:51.4,75.19,-871.1,73.56,80.17
9/8/2018 11:14:51.4,74.59,-874.5,73.80,80.02
9/8/2018 11:24:51.4,75.03,-877.6,74.05,79.86
9/8/2018 11:34:51.4,75.11,-880.7,73.71,80.19
9/8/2018 11:44:51.4,75.11,-884.2,73.60,80.28
9/8/2018 11:54:51.4,75.38,-887.6,74.03,80.29
9/8/2018 12:04:51.4,74.71,-890.8,73.99,80.26
9/8/2018 12:14:51.4,75.94,-894.1,73.92,80.65
9/8/2018 12:24:51.4,75.15,-897.8,73.67,80.76
9/8/2018 12:34:51.4,75.74,-901.4,73.94,80.65
9/8/2018 12:44:51.4,74.99,-904.9,74.12,80.67
9/8/2018 12:54:51.4,76.50,-908.5,73.72,81.01
9/8/2018 13:04:51.4,75.23,-912.4,73.63,81.12
9/8/2018 13:14:51.4,75.58,-916.2,74.01,80.87
9/8/2018 13:24:51.4,75.19,-919.7,74.05,80.98
9/8/2018 13:34:51.4,75.38,-923.5,74.12,81.43
9/8/2018 13:44:51.4,75.82,-927.5,73.81,81.50
9/8/2018 13:54:51.4,75.58,-931.4,74.41,81.54
9/8/2018 14:04:51.4,76.42,-935.2,74.41,81.61
9/8/2018 14:14:51.4,75.90,-939.1,74.34,82.02
9/8/2018 14:24:51.4,77.09,-943.4,74.17,82.27
9/8/2018 14:34:51.4,75.82,-947.5,74.52,81.99
9/8/2018 14:44:51.4,76.61,-951.4,74.66,82.35
9/8/2018 14:54:51.4,76.22,-955.5,74.66,82.40
9/8/2018 15:04:51.4,76.69,-959.6,74.84,82.63
9/8/2018 15:14:51.4,77.69,-963.9,74.35,82.71
9/8/2018 15:24:51.4,76.26,-968.3,74.75,82.60
9/8/2018 15:34:51.4,76.97,-972.5,74.64,82.51
9/8/2018 15:44:51.4,80.42,-976.7,74.88,82.81
9/8/2018 15:54:51.4,79.47,-981.2,74.75,83.75
9/8/2018 16:04:51.4,78.40,-986.0,74.75,83.35
9/8/2018 16:14:51.4,79.35,-990.6,75.11,83.30
9/8/2018 16:24:51.4,79.39,-995.0,75.22,83.32
9/8/2018 16:34:51.4,79.35,-999.6,75.09,83.75
9/8/2018 16:44:51.4,78.92,-1004.4,74.89,83.59
9/8/2018 16:54:51.4,78.52,-1009.2,74.71,83.52
9/8/2018 17:04:51.4,78.80,-1013.8,75.16,83.26
9/8/2018 17:14:51.4,78.76,-1018.2,75.11,83.41
9/8/2018 17:24:51.4,78.96,-1022.9,74.98,83.71
9/8/2018 17:34:51.4,78.48,-1027.7,74.68,83.57
9/8/2018 17:44:51.4,76.54,-1032.4,74.86,83.61
9/8/2018 17:54:51.4,76.89,-1036.7,74.64,82.65
9/8/2018 18:04:51.4,76.93,-1041.1,74.46,82.74
9/8/2018 18:14:51.4,76.54,-1045.4,74.55,82.36
9/8/2018 18:24:51.4,77.33,-1049.5,74.64,82.33
9/8/2018 18:34:51.4,76.93,-1053.7,74.16,82.22
9/8/2018 18:44:51.4,75.86,-1057.9,74.48,81.95
9/8/2018 18:54:51.4,77.21,-1061.7,74.55,81.91
9/8/2018 19:04:51.4,76.26,-1065.7,74.48,81.90
9/8/2018 19:14:51.4,76.77,-1069.7,73.96,81.86
9/8/2018 19:24:51.4,76.06,-1073.8,74.16,81.63
9/8/2018 19:34:51.4,76.93,-1077.6,74.53,81.50
9/8/2018 19:44:51.4,76.18,-1081.4,74.30,81.52
9/8/2018 19:54:51.4,76.38,-1085.4,74.07,81.64
9/8/2018 20:04:51.4,75.74,-1089.3,73.81,81.19
9/8/2018 20:14:51.4,75.74,-1093.1,74.03,81.10
9/8/2018 20:24:51.4,75.94,-1096.7,74.07,80.85
9/8/2018 20:34:51.4,76.06,-1100.4,73.94,80.82
9/8/2018 20:44:51.4,76.26,-1104.0,73.85,80.74
9/8/2018 20:54:51.4,75.31,-1107.6,73.67,80.38
9/8/2018 21:04:51.4,75.42,-1111.1,73.63,80.17
9/8/2018 21:14:51.4,74.99,-1114.5,73.65,80.08
9/8/2018 21:24:51.4,75.19,-1117.8,73.63,80.08
9/8/2018 21:34:51.4,75.50,-1121.2,73.40,79.93
9/8/2018 21:44:51.4,75.23,-1124.5,73.58,79.83
9/8/2018 21:54:51.4,75.03,-1127.8,73.56,79.74
9/8/2018 22:04:51.4,74.27,-1131.1,73.44,79.70
9/8/2018 22:14:51.4,75.27,-1134.4,73.24,79.72
9/8/2018 22:24:51.4,74.59,-1137.7,73.29,79.65
9/8/2018 22:34:51.4,74.67,-1140.9,73.74,79.52
9/8/2018 22:44:51.4,74.59,-1143.8,73.90,79.61
9/8/2018 22:54:51.4,75.50,-1146.9,73.42,79.97
9/8/2018 23:04:51.4,74.55,-1150.4,73.42,79.93
9/8/2018 23:14:51.4,74.67,-1153.6,73.69,79.59
9/8/2018 23:24:51.4,75.50,-1156.6,73.69,79.47
9/8/2018 23:34:51.4,74.39,-1159.8,73.31,79.74
9/8/2018 23:44:51.4,75.23,-1163.1,73.36,79.54
9/8/2018 23:54:51.4,73.96,-1166.2,73.45,79.39
9/9/2018 00:04:51.4,75.27,-1169.3,73.47,79.47
9/9/2018 00:14:51.4,74.63,-1172.4,73.63,79.50
9/9/2018 00:24:51.4,74.55,-1175.4,73.53,79.54
9/9/2018 00:34:51.4,74.43,-1178.4,73.92,79.50
9/9/2018 00:44:51.4,73.64,-1181.4,73.56,79.65
9/9/2018 00:54:51.4,74.87,-1184.6,73.56,79.70
9/9/2018 01:04:51.4,74.15,-1187.8,73.56,79.57
9/9/2018 01:14:51.4,74.95,-1190.8,73.60,79.54
9/9/2018 01:24:51.4,74.27,-1193.9,73.65,79.50
9/9/2018 01:34:51.4,74.19,-1197.0,73.58,79.57
9/9/2018 01:44:51.4,73.64,-1200.0,73.58,79.47
9/9/2018 01:54:51.4,74.08,-1203.0,73.58,79.48
9/9/2018 02:04:51.4,74.00,-1206.1,73.49,79.39
9/9/2018 02:14:51.4,73.80,-1209.2,73.45,79.48
9/9/2018 02:24:51.4,75.03,-1212.2,73.45,79.32
9/9/2018 02:34:51.4,73.88,-1215.2,73.89,79.43
9/9/2018 02:44:51.4,74.91,-1218.1,73.53,79.41
9/9/2018 02:54:51.4,73.28,-1221.2,73.53,79.61
9/9/2018 03:04:51.4,74.08,-1224.3,73.42,79.43
9/9/2018 03:14:51.4,73.80,-1227.3,73.40,79.29
9/9/2018 03:24:51.4,73.76,-1230.3,73.44,79.34
9/9/2018 03:34:51.4,74.15,-1233.3,73.51,79.20
9/9/2018 03:44:51.4,73.68,-1236.3,73.76,79.39
9/9/2018 03:54:51.4,74.71,-1239.2,73.56,79.29
9/9/2018 04:04:51.4,73.56,-1242.2,73.15,79.36
9/9/2018 04:14:51.4,73.88,-1245.4,73.27,79.32
9/9/2018 04:24:51.4,73.36,-1248.3,73.40,79.03
9/9/2018 04:34:51.4,74.11,-1251.3,73.45,79.30
9/9/2018 04:44:51.4,73.48,-1254.3,73.04,79.20
9/9/2018 04:54:51.4,73.72,-1257.5,73.13,79.34
9/9/2018 05:04:51.4,73.72,-1260.5,73.20,78.91
9/9/2018 05:14:51.4,73.40,-1263.5,73.35,79.03
9/9/2018 05:24:51.4,73.68,-1266.3,73.36,79.18
9/9/2018 05:34:51.4,73.80,-1269.3,72.95,79.03
9/9/2018 05:44:51.4,73.88,-1272.4,73.02,79.00
9/9/2018 05:54:51.4,73.48,-1275.4,73.02,78.80
9/9/2018 06:04:51.4,73.80,-1278.5,72.54,78.84
9/9/2018 06:14:51.4,73.36,-1281.6,73.13,78.69
9/9/2018 06:24:51.4,73.80,-1284.4,72.88,78.62
9/9/2018 06:34:51.4,73.04,-1287.5,72.63,79.00
9/9/2018 06:44:51.4,73.32,-1290.5,73.40,78.76
9/9/2018 06:54:51.4,73.72,-1293.1,73.35,78.66
9/9/2018 07:04:51.4,72.92,-1296.0,73.02,79.20
9/9/2018 07:14:51.4,73.84,-1299.2,72.91,79.09
9/9/2018 07:24:51.4,73.04,-1302.2,72.79,78.75
9/9/2018 07:34:51.4,74.19,-1305.4,72.66,78.80
9/9/2018 07:44:51.4,73.04,-1308.3,73.22,78.44
9/9/2018 07:54:51.4,73.48,-1311.0,73.09,78.58
9/9/2018 08:04:51.4,73.40,-1313.9,73.15,78.84
9/9/2018 08:14:51.4,73.16,-1316.6,73.47,78.93
9/9/2018 08:24:51.4,74.00,-1319.6,72.73,79.03
9/9/2018 08:34:51.4,72.92,-1322.9,73.15,79.02
9/9/2018 08:44:51.4,74.04,-1325.7,73.13,78.58
9/9/2018 08:54:51.4,73.16,-1328.5,73.24,78.84
9/9/2018 09:04:51.4,73.72,-1331.4,73.49,78.85
9/9/2018 09:14:51.4,73.48,-1334.1,72.99,78.85
9/9/2018 09:24:51.4,73.52,-1337.4,72.77,79.59
9/9/2018 09:34:51.4,73.68,-1340.5,73.22,78.80
9/9/2018 09:44:51.4,73.40,-1343.3,73.13,78.67
9/9/2018 09:54:51.4,73.32,-1346.2,73.33,78.96
9/9/2018 10:04:51.4,73.36,-1348.9,73.53,79.09
9/9/2018 10:14:51.4,74.15,-1352.0,73.00,79.45
9/9/2018 10:24:51.4,73.76,-1355.3,73.17,79.18
9/9/2018 10:34:51.4,73.56,-1358.3,73.54,79.16
9/9/2018 10:44:51.4,73.64,-1361.1,73.76,79.25
9/9/2018 10:54:51.4,74.31,-1363.8,74.23,79.57
9/9/2018 11:04:51.4,74.23,-1366.7,73.85,79.81
9/9/2018 11:14:51.4,73.80,-1369.8,74.17,80.15
9/9/2018 11:24:51.4,74.51,-1372.8,74.16,80.15
9/9/2018 11:34:51.4,74.35,-1376.0,74.03,80.33
9/9/2018 11:44:51.4,74.91,-1379.5,73.44,80.46
9/9/2018 11:54:51.4,73.92,-1383.0,73.72,80.06
9/9/2018 12:04:51.4,74.95,-1386.2,73.85,80.11
9/9/2018 12:14:51.4,74.43,-1389.5,73.80,80.46
9/9/2018 12:24:51.4,74.55,-1393.1,73.45,80.53
9/9/2018 12:34:51.4,74.55,-1396.7,73.76,80.38
9/9/2018 12:44:51.4,74.63,-1400.0,73.92,80.46
9/9/2018 12:54:51.4,75.03,-1403.5,73.63,80.74
9/9/2018 13:04:51.4,74.71,-1407.3,73.54,80.96
9/9/2018 13:14:51.4,75.58,-1411.0,74.03,80.71
9/9/2018 13:24:51.4,74.75,-1414.5,74.10,80.94
9/9/2018 13:34:51.4,75.15,-1418.2,73.92,81.27
9/9/2018 13:44:51.4,74.71,-1422.1,73.89,81.30
9/9/2018 13:54:51.4,75.19,-1426.0,74.07,81.43
9/9/2018 14:04:51.4,75.38,-1429.7,74.41,81.32
9/9/2018 14:14:51.4,75.34,-1433.3,74.61,81.70
9/9/2018 14:24:51.4,76.30,-1437.2,74.17,81.88
9/9/2018 14:34:51.4,75.23,-1441.3,74.37,81.99
9/9/2018 14:44:51.4,76.22,-1445.1,74.66,81.86
9/9/2018 14:54:51.4,75.62,-1448.9,74.77,82.15
9/9/2018 15:04:51.4,76.61,-1452.8,74.64,82.35
