Time (YY:MM:DD hh:mm:ss.s),Flow (US GPM),Energy NET (Ton),RTD1 Temperature (F),RTD2 Temperature (F)
10/21/2018 12:05:38.8,71.89,-21056.8,73.62,78.85
10/21/2018 12:15:38.8,72.85,-21059.6,73.49,79.29
10/21/2018 12:25:38.8,72.69,-21062.5,73.53,79.47
10/21/2018 12:35:38.8,72.96,-21065.4,73.98,79.48
10/21/2018 12:45:38.8,72.92,-21068.1,74.14,79.56
10/21/2018 12:55:38.8,73.08,-21071.1,73.58,79.92
10/21/2018 13:05:38.8,72.53,-21074.3,73.56,79.90
10/21/2018 13:15:38.8,73.52,-21077.4,73.90,79.97
10/21/2018 13:25:38.8,73.36,-21080.5,73.42,79.74
10/21/2018 13:35:38.8,72.81,-21083.8,73.47,80.20
10/21/2018 13:45:38.8,73.40,-21087.1,73.56,79.79
10/21/2018 13:55:38.8,72.85,-21090.3,73.87,80.01
10/21/2018 14:05:38.8,73.88,-21093.5,73.58,80.28
10/21/2018 14:15:38.8,73.52,-21096.9,73.47,80.40
10/21/2018 14:25:38.8,73.52,-21100.4,73.90,80.38
10/21/2018 14:35:38.8,73.52,-21103.6,74.05,80.28
10/21/2018 14:45:38.8,73.88,-21107.0,73.71,80.78
10/21/2018 14:55:38.8,73.12,-21110.6,73.67,80.67
10/21/2018 15:05:38.8,74.04,-21114.0,74.44,80.78
10/21/2018 15:15:38.8,73.64,-21117.2,74.55,80.85
10/21/2018 15:25:38.8,74.47,-21120.6,74.53,81.46
10/21/2018 15:35:38.8,74.11,-21124.2,74.64,81.43
10/21/2018 15:45:38.8,73.92,-21127.5,74.70,81.43
10/21/2018 15:55:38.8,74.47,-21131.9,72.72,81.55
10/21/2018 16:05:38.8,73.04,-21136.0,73.33,80.74
10/21/2018 16:15:38.8,73.32,-21139.5,73.92,80.33
10/21/2018 16:25:38.8,73.56,-21142.5,74.50,80.40
10/21/2018 16:35:38.8,74.43,-21146.6,72.75,81.25
10/21/2018 16:45:38.8,72.92,-21150.6,73.33,80.28
10/21/2018 16:55:38.8,73.92,-21153.9,73.99,80.35
10/21/2018 17:05:38.8,73.84,-21157.1,74.30,80.38
10/21/2018 17:15:38.8,74.55,-21160.4,74.16,81.18
10/21/2018 17:25:38.8,73.84,-21163.9,74.07,80.76
10/21/2018 17:35:38.8,73.88,-21167.2,74.68,80.78
10/21/2018 17:45:38.8,74.43,-21170.5,73.45,80.74
10/21/2018 17:55:38.8,73.36,-21174.6,72.86,81.14
10/21/2018 18:05:38.8,73.92,-21178.5,72.84,79.88
10/21/2018 18:15:38.8,73.24,-21181.9,73.22,79.34
10/21/2018 18:25:38.8,73.72,-21185.0,73.27,79.59
10/21/2018 18:35:38.8,73.04,-21188.2,73.40,79.65
10/21/2018 18:45:38.8,73.48,-21191.2,73.81,79.47
10/21/2018 18:55:38.8,73.36,-21194.1,73.90,79.50
10/21/2018 19:05:38.8,74.23,-21197.1,73.58,79.83
10/21/2018 19:15:38.8,73.24,-21200.3,73.51,79.88
10/21/2018 19:25:38.8,73.32,-21203.4,73.80,79.63
10/21/2018 19:35:38.8,73.24,-21206.3,73.96,79.47
10/21/2018 19:45:38.8,73.16,-21209.3,73.56,79.70
10/21/2018 19:55:38.8,73.88,-21212.5,73.36,79.61
10/21/2018 20:05:38.8,72.61,-21215.5,73.76,79.52
10/21/2018 20:15:38.8,73.72,-21218.2,73.85,79.30
10/21/2018 20:25:38.8,72.33,-21221.1,73.63,79.56
10/21/2018 20:35:38.8,73.52,-21224.2,73.47,79.56
10/21/2018 20:45:38.8,72.45,-21227.1,73.89,79.20
10/21/2018 20:55:38.8,73.52,-21229.8,73.74,79.39
10/21/2018 21:05:38.8,73.52,-21232.8,73.44,79.48
10/21/2018 21:15:38.8,72.69,-21235.9,73.47,79.41
10/21/2018 21:25:38.8,72.92,-21238.7,73.63,79.00
10/21/2018 21:35:38.8,72.61,-21241.5,73.47,79.25
10/21/2018 21:45:38.8,73.48,-21244.5,73.04,79.25
10/21/2018 21:55:38.8,71.81,-21247.6,73.40,79.05
10/21/2018 22:05:38.8,72.81,-21250.3,73.56,78.87
10/21/2018 22:15:38.8,72.45,-21253.1,73.33,79.12
10/21/2018 22:25:38.8,72.92,-21256.2,73.11,79.20
10/21/2018 22:35:38.8,72.29,-21259.1,73.47,78.91
10/21/2018 22:45:38.8,74.08,-21261.8,73.53,79.00
10/21/2018 22:55:38.8,72.41,-21264.7,73.27,79.34
10/21/2018 23:05:38.8,72.81,-21267.8,73.06,79.09
10/21/2018 23:15:38.8,72.65,-21270.6,73.49,78.80
10/21/2018 23:25:38.8,72.61,-21273.3,73.36,78.96
10/21/2018 23:35:38.8,73.00,-21276.2,73.20,79.16
10/21/2018 23:45:38.8,72.17,-21279.2,73.31,79.03
10/21/2018 23:55:38.8,72.73,-21281.9,73.40,78.85
10/22/2018 00:05:38.8,72.29,-21284.8,73.31,79.14
10/22/2018 00:15:38.8,72.92,-21287.7,73.26,79.09
10/22/2018 00:25:38.8,72.37,-21290.6,73.36,79.00
10/22/2018 00:35:38.8,72.81,-21293.5,73.31,79.25
10/22/2018 00:45:38.8,72.05,-21296.4,73.42,79.09
10/22/2018 00:55:38.8,72.69,-21299.2,73.42,79.20
10/22/2018 01:05:38.8,72.33,-21302.1,73.40,79.12
10/22/2018 01:15:38.8,72.69,-21305.1,73.40,79.25
10/22/2018 01:25:38.8,72.92,-21308.0,73.22,79.12
10/22/2018 01:35:38.8,72.96,-21311.0,73.20,79.16
10/22/2018 01:45:38.8,72.81,-21314.0,73.15,79.09
10/22/2018 01:55:38.8,71.97,-21317.0,73.00,78.96
10/22/2018 02:05:38.8,72.25,-21320.0,72.86,78.80
10/22/2018 02:15:38.8,72.29,-21322.9,72.82,78.73
10/22/2018 02:25:38.8,72.65,-21325.9,72.72,78.66
10/22/2018 02:35:38.8,71.73,-21328.9,72.63,78.46
10/22/2018 02:45:38.8,71.81,-21331.9,72.46,78.42
10/22/2018 02:55:38.8,71.81,-21334.8,72.37,78.26
10/22/2018 03:05:38.8,71.93,-21337.8,72.36,78.31
10/22/2018 03:15:38.8,72.88,-21340.7,72.14,78.06
10/22/2018 03:25:38.8,71.58,-21343.8,72.16,78.15
10/22/2018 03:35:38.8,72.17,-21346.7,71.91,77.90
10/22/2018 03:45:38.8,71.46,-21349.7,71.94,77.85
10/22/2018 03:55:38.8,71.93,-21352.6,71.82,77.76
10/22/2018 04:05:38.8,71.06,-21355.6,71.76,77.59
10/22/2018 04:15:38.8,72.13,-21358.5,71.62,77.68
10/22/2018 04:25:38.8,70.82,-21361.4,71.69,77.54
10/22/2018 04:35:38.8,71.65,-21364.4,71.73,77.74
10/22/2018 04:45:38.8,71.30,-21367.3,71.73,77.61
10/22/2018 04:55:38.8,72.25,-21370.3,71.78,77.72
10/22/2018 05:05:38.8,71.73,-21373.2,71.76,77.83
10/22/2018 05:15:38.8,71.02,-21376.2,71.76,77.76
10/22/2018 05:25:38.8,71.34,-21379.1,71.64,77.50
10/22/2018 05:35:38.8,71.30,-21382.0,71.53,77.49
10/22/2018 05:45:38.8,71.22,-21385.0,71.46,77.34
10/22/2018 05:55:38.8,70.94,-21387.9,71.42,77.27
10/22/2018 06:05:38.8,71.54,-21390.8,71.38,77.27
10/22/2018 06:15:38.8,71.14,-21393.7,71.38,77.23
10/22/2018 06:25:38.8,71.14,-21396.6,71.24,77.16
10/22/2018 06:35:38.8,70.66,-21399.5,71.20,77.13
10/22/2018 06:45:38.8,70.98,-21402.5,71.22,77.38
10/22/2018 06:55:38.8,70.94,-21405.4,71.15,77.02
10/22/2018 07:05:38.8,70.94,-21408.3,71.11,77.07
10/22/2018 07:15:38.8,71.06,-21411.2,70.92,76.78
10/22/2018 07:25:38.8,70.39,-21414.1,70.77,76.64
10/22/2018 07:35:38.8,0.00,-21416.7,70.74,76.62
10/22/2018 07:45:38.8,65.15,-21417.3,71.06,76.57
10/22/2018 07:55:38.8,62.81,-21418.8,69.60,70.95
10/22/2018 08:05:38.8,62.25,-21419.6,69.44,71.71
10/22/2018 08:15:38.8,61.97,-21420.4,69.08,70.00
10/22/2018 08:25:38.8,62.17,-21420.8,68.77,69.93
10/22/2018 08:35:38.8,61.93,-21421.2,68.92,69.80
10/22/2018 08:45:38.8,61.74,-21421.5,68.32,69.03
10/22/2018 08:55:38.8,62.13,-21421.8,68.34,69.10
10/22/2018 09:05:38.8,61.97,-21422.1,68.54,68.85
10/22/2018 09:15:38.8,62.01,-21422.1,68.97,68.79
10/22/2018 09:25:38.8,62.05,-21422.0,68.95,69.01
10/22/2018 09:35:38.8,62.37,-21422.1,68.99,69.30
10/22/2018 09:45:38.8,62.13,-21422.2,69.03,69.30
10/22/2018 09:55:38.8,62.01,-21422.3,69.28,69.31
10/22/2018 10:05:38.8,62.05,-21422.4,68.86,69.35
10/22/2018 10:15:38.8,62.29,-21422.7,68.67,69.46
10/22/2018 10:25:38.8,61.85,-21423.0,68.68,69.22
10/22/2018 10:35:38.8,61.89,-21423.1,68.83,69.01
10/22/2018 10:45:38.8,73.48,-21423.3,68.36,68.95
10/22/2018 10:55:38.8,71.46,-21423.9,69.91,71.35
10/22/2018 11:05:38.8,75.82,-21424.5,69.96,71.06
10/22/2018 11:15:38.8,76.73,-21425.3,71.20,72.57
10/22/2018 11:25:38.8,75.23,-21426.3,71.28,73.53
10/22/2018 11:35:38.8,74.67,-21427.5,72.21,74.75
10/22/2018 11:45:38.8,75.15,-21428.9,72.46,75.36
10/22/2018 11:55:38.8,75.03,-21430.4,72.79,75.70
10/22/2018 12:05:38.8,75.07,-21432.0,73.24,76.14
10/22/2018 12:15:38.8,74.87,-21434.0,72.18,76.51
10/22/2018 12:25:38.8,75.90,-21436.3,71.80,76.33
10/22/2018 12:35:38.8,75.78,-21438.7,72.05,76.23
10/22/2018 12:45:38.8,75.03,-21440.7,72.23,75.96
10/22/2018 12:55:38.8,76.38,-21442.9,72.07,76.73
10/22/2018 13:05:38.8,76.14,-21445.2,72.14,76.30
10/22/2018 13:15:38.8,75.90,-21447.4,72.37,76.55
10/22/2018 13:25:38.8,75.66,-21449.6,72.45,76.55
10/22/2018 13:35:38.8,75.58,-21451.7,72.86,76.96
10/22/2018 13:45:38.8,75.98,-21453.9,73.08,77.29
10/22/2018 13:55:38.8,75.78,-21456.2,73.22,77.59
10/22/2018 14:05:38.8,76.42,-21458.5,74.05,78.06
10/22/2018 14:15:38.8,77.01,-21460.6,73.90,78.12
10/22/2018 14:25:38.8,76.69,-21463.1,73.56,78.71
10/22/2018 14:35:38.8,76.73,-21465.8,73.65,78.49
10/22/2018 14:45:38.8,76.26,-21468.4,72.63,78.35
10/22/2018 14:55:38.8,76.50,-21471.6,72.32,78.75
10/22/2018 15:05:38.8,75.98,-21474.8,72.27,77.72
10/22/2018 15:15:38.8,76.22,-21477.4,73.33,77.67
10/22/2018 15:25:38.8,77.21,-21479.6,73.40,77.97
10/22/2018 15:35:38.8,76.50,-21482.2,73.56,78.42
10/22/2018 15:45:38.8,77.13,-21485.0,73.18,78.71
10/22/2018 15:55:38.8,76.02,-21487.8,73.40,78.42
10/22/2018 16:05:38.8,76.69,-21490.6,72.97,78.39
10/22/2018 16:15:38.8,76.65,-21493.5,72.91,78.28
10/22/2018 16:25:38.8,75.66,-21496.3,73.17,78.13
10/22/2018 16:35:38.8,77.53,-21498.9,73.27,78.03
10/22/2018 16:45:38.8,76.46,-21501.5,72.95,78.21
10/22/2018 16:55:38.8,76.61,-21504.3,72.99,78.35
10/22/2018 17:05:38.8,76.38,-21507.0,73.11,77.85
10/22/2018 17:15:38.8,75.86,-21509.5,73.15,77.90
10/22/2018 17:25:38.8,76.73,-21512.2,72.82,77.94
10/22/2018 17:35:38.8,75.90,-21514.8,72.90,77.76
10/22/2018 17:45:38.8,77.37,-21517.3,73.35,77.70
10/22/2018 17:55:38.8,75.98,-21519.6,73.15,77.52
10/22/2018 18:05:38.8,76.34,-21522.1,72.82,77.74
10/22/2018 18:15:38.8,76.50,-21524.6,72.91,77.45
10/22/2018 18:25:38.8,75.90,-21526.9,73.29,77.45
10/22/2018 18:35:38.8,76.14,-21529.1,72.91,77.59
10/22/2018 18:45:38.8,75.90,-21531.6,73.02,77.59
10/22/2018 18:55:38.8,76.54,-21534.0,72.95,77.36
10/22/2018 19:05:38.8,75.98,-21536.2,73.26,77.23
10/22/2018 19:15:38.8,75.90,-21538.4,72.99,77.45
10/22/2018 19:25:38.8,76.69,-21540.8,72.84,77.23
10/22/2018 19:35:38.8,76.18,-21543.0,72.91,77.11
10/22/2018 19:45:38.8,76.85,-21545.1,73.04,77.00
10/22/2018 19:55:38.8,75.82,-21547.2,72.88,77.05
10/22/2018 20:05:38.8,76.65,-21549.4,72.68,76.84
10/22/2018 20:15:38.8,75.62,-21551.6,72.82,76.48
10/22/2018 20:25:38.8,75.27,-21553.3,73.26,76.33
10/22/2018 20:35:38.8,76.02,-21554.9,73.44,76.59
10/22/2018 20:45:38.8,75.42,-21556.7,73.74,77.07
10/22/2018 20:55:38.8,76.85,-21558.5,73.74,77.32
10/22/2018 21:05:38.8,76.26,-21560.4,72.18,77.49
10/22/2018 21:15:38.8,76.22,-21563.2,72.16,77.74
10/22/2018 21:25:38.8,75.27,-21565.8,72.19,76.48
10/22/2018 21:35:38.8,75.03,-21567.9,72.79,76.41
10/22/2018 21:45:38.8,76.02,-21569.7,72.84,76.32
10/22/2018 21:55:38.8,74.95,-21571.6,73.09,76.75
10/22/2018 22:05:38.8,75.42,-21573.5,73.26,76.86
10/22/2018 22:15:38.8,74.71,-21575.3,73.69,77.00
10/22/2018 22:25:38.8,75.62,-21576.9,73.94,77.14
10/22/2018 22:35:38.8,75.90,-21579.1,73.02,77.49
10/22/2018 22:45:38.8,75.31,-21581.3,73.18,77.23
10/22/2018 22:55:38.8,76.30,-21583.4,73.40,77.02
10/22/2018 23:05:38.8,75.54,-21585.3,71.85,77.05
10/22/2018 23:15:38.8,75.58,-21588.1,71.92,77.25
10/22/2018 23:25:38.8,74.95,-21590.2,72.36,75.78
10/22/2018 23:35:38.8,75.98,-21592.0,72.77,76.41
10/22/2018 23:45:38.8,75.03,-21593.9,72.75,76.21
10/22/2018 23:55:38.8,74.99,-21595.8,72.84,76.62
10/23/2018 00:05:38.8,75.98,-21597.7,72.68,76.50
10/23/2018 00:15:38.8,75.03,-21599.9,72.54,76.66
10/23/2018 00:25:38.8,75.54,-21602.1,72.37,76.48
10/23/2018 00:35:38.8,75.15,-21604.1,72.32,76.12
10/23/2018 00:45:38.8,75.27,-21606.2,71.96,76.41
10/23/2018 00:55:38.8,74.55,-21608.5,71.51,75.94
10/23/2018 01:05:38.8,74.59,-21610.7,71.78,75.85
10/23/2018 01:15:38.8,74.75,-21612.8,71.29,75.43
10/23/2018 01:25:38.8,74.39,-21615.1,71.11,75.56
10/23/2018 01:35:38.8,74.59,-21617.4,70.70,75.20
10/23/2018 01:45:38.8,73.72,-21619.6,70.99,74.88
10/23/2018 01:55:38.8,74.91,-21621.6,70.65,75.09
10/23/2018 02:05:38.8,74.19,-21623.9,70.38,74.70
10/23/2018 02:15:38.8,74.23,-21626.1,70.16,74.61
10/23/2018 02:25:38.8,74.19,-21628.2,70.32,74.19
10/23/2018 02:35:38.8,73.68,-21630.3,70.09,74.32
10/23/2018 02:45:38.8,74.19,-21632.5,69.75,74.14
10/23/2018 02:55:38.8,74.59,-21634.8,69.55,73.94
10/23/2018 03:05:38.8,74.23,-21636.9,69.94,73.89
10/23/2018 03:15:38.8,73.56,-21639.0,69.49,73.69
10/23/2018 03:25:38.8,74.19,-21641.2,69.39,73.85
10/23/2018 03:35:38.8,73.48,-21643.5,69.51,73.62
10/23/2018 03:45:38.8,73.60,-21645.4,69.75,73.51
10/23/2018 03:55:38.8,74.00,-21647.5,69.40,73.63
10/23/2018 04:05:38.8,73.48,-21649.6,69.49,73.47
10/23/2018 04:15:38.8,73.92,-21651.6,69.73,73.33
10/23/2018 04:25:38.8,73.40,-21653.5,69.44,73.44
10/23/2018 04:35:38.8,73.44,-21655.6,69.51,73.54
10/23/2018 04:45:38.8,73.88,-21657.6,69.80,73.62
10/23/2018 04:55:38.8,73.48,-21659.6,69.53,73.71
10/23/2018 05:05:38.8,73.92,-21661.7,69.71,73.65
10/23/2018 05:15:38.8,73.44,-21663.6,69.82,73.58
10/23/2018 05:25:38.8,74.08,-21665.7,69.57,73.78
10/23/2018 05:35:38.8,73.04,-21667.9,69.71,73.76
10/23/2018 05:45:38.8,74.63,-21669.8,69.76,73.60
10/23/2018 05:55:38.8,73.24,-21671.9,69.62,73.71
10/23/2018 06:05:38.8,74.00,-21674.1,69.28,73.62
10/23/2018 06:15:38.8,73.72,-21676.2,69.44,73.36
10/23/2018 06:25:38.8,73.56,-21678.3,69.15,73.29
10/23/2018 06:35:38.8,74.04,-21680.5,68.92,73.31
10/23/2018 06:45:38.8,73.52,-21682.7,68.70,73.17
10/23/2018 06:55:38.8,73.76,-21685.0,68.41,72.95
10/23/2018 07:05:38.8,72.96,-21687.2,68.76,72.66
10/23/2018 07:15:38.8,73.52,-21689.3,68.49,72.84
10/23/2018 07:25:38.8,73.44,-21691.5,68.45,72.79
10/23/2018 07:35:38.8,73.16,-21693.7,68.90,73.06
10/23/2018 07:45:38.8,73.84,-21695.5,69.13,72.54
10/23/2018 07:55:38.8,72.73,-21697.3,69.53,72.95
10/23/2018 08:05:38.8,73.32,-21699.0,69.69,73.18
10/23/2018 08:15:38.8,73.28,-21700.7,70.09,73.40
10/23/2018 08:25:38.8,73.88,-21702.5,70.03,73.74
10/23/2018 08:35:38.8,74.08,-21704.4,70.38,73.96
10/23/2018 08:45:38.8,73.64,-21706.2,70.79,74.37
10/23/2018 08:55:38.8,74.51,-21707.9,70.59,74.26
10/23/2018 09:05:38.8,73.40,-21709.8,71.08,74.44
10/23/2018 09:15:38.8,74.31,-21711.4,71.67,74.52
10/23/2018 09:25:38.8,74.55,-21712.8,71.98,75.02
10/23/2018 09:35:38.8,74.67,-21714.6,72.16,75.79
10/23/2018 09:45:38.8,75.54,-21716.4,72.18,75.51
10/23/2018 09:55:38.8,74.11,-21718.2,72.45,76.03
10/23/2018 10:05:38.8,75.07,-21720.0,72.39,75.88
10/23/2018 10:15:38.8,74.39,-21721.9,72.54,76.05
10/23/2018 10:25:38.8,75.23,-21723.8,72.27,76.30
10/23/2018 10:35:38.8,74.87,-21725.9,72.64,76.26
10/23/2018 10:45:38.8,74.79,-21727.6,73.00,76.32
10/23/2018 10:55:38.8,74.75,-21729.3,73.17,76.50
10/23/2018 11:05:38.8,74.63,-21731.2,73.06,76.95
10/23/2018 11:15:38.8,75.54,-21733.1,73.63,76.84
10/23/2018 11:25:38.8,75.11,-21734.7,73.94,77.20
10/23/2018 11:35:38.8,75.94,-21736.7,73.18,77.77
10/23/2018 11:45:38.8,74.79,-21739.0,73.20,77.45
10/23/2018 11:55:38.8,75.31,-21741.0,73.47,77.07
10/23/2018 12:05:38.8,75.38,-21743.2,72.16,77.05
10/23/2018 12:15:38.8,75.11,-21745.8,72.50,77.50
10/23/2018 12:25:38.8,75.46,-21748.1,72.18,76.41
10/23/2018 12:35:38.8,74.87,-21750.1,73.15,76.57
10/23/2018 12:45:38.8,75.78,-21751.8,73.36,77.00
10/23/2018 12:55:38.8,75.15,-21753.7,73.67,77.27
10/23/2018 13:05:38.8,75.66,-21755.7,73.51,77.52
10/23/2018 13:15:38.8,75.50,-21757.7,73.72,77.38
10/23/2018 13:25:38.8,88.68,-21759.9,73.90,77.83
10/23/2018 13:35:38.8,85.54,-21762.9,74.75,79.75
10/23/2018 13:45:38.8,83.76,-21765.8,74.64,79.95
10/23/2018 13:55:38.8,83.92,-21769.9,72.86,80.37
10/23/2018 14:05:38.8,80.27,-21773.9,72.12,78.37
10/23/2018 14:15:38.8,81.26,-21777.3,72.46,78.22
10/23/2018 14:25:38.8,80.78,-21780.3,73.29,78.26
10/23/2018 14:35:38.8,81.10,-21783.3,73.29,78.82
10/23/2018 14:45:38.8,81.53,-21786.6,73.04,79.30
10/23/2018 14:55:38.8,81.02,-21790.1,72.97,78.96
10/23/2018 15:05:38.8,81.38,-21793.4,73.24,79.18
10/23/2018 15:15:38.8,80.50,-21796.6,72.91,78.82
10/23/2018 15:25:38.8,81.34,-21800.0,72.64,78.76
10/23/2018 15:35:38.8,80.90,-21803.3,72.79,78.49
10/23/2018 15:45:38.8,81.38,-21806.5,73.27,78.87
10/23/2018 15:55:38.8,82.21,-21809.8,72.95,79.27
10/23/2018 16:05:38.8,84.43,-21813.4,73.89,80.22
10/23/2018 16:15:38.8,84.35,-21817.2,73.40,80.28
10/23/2018 16:25:38.8,83.56,-21821.3,73.26,80.15
10/23/2018 16:35:38.8,84.71,-21825.4,72.91,80.19
10/23/2018 16:45:38.8,83.08,-21829.5,72.95,79.86
10/23/2018 16:55:38.8,83.40,-21833.5,73.20,79.74
10/23/2018 17:05:38.8,83.72,-21837.2,72.95,79.32
10/23/2018 17:15:38.8,84.03,-21841.1,72.79,79.56
10/23/2018 17:25:38.8,84.19,-21845.0,72.88,79.48
10/23/2018 17:35:38.8,82.96,-21848.5,73.36,79.41
10/23/2018 17:45:38.8,83.68,-21852.2,72.97,79.70
10/23/2018 17:55:38.8,80.03,-21856.1,72.63,79.48
10/23/2018 18:05:38.8,81.02,-21859.8,72.54,78.80
10/23/2018 18:15:38.8,80.74,-21863.1,72.90,78.44
10/23/2018 18:25:38.8,81.69,-21866.2,72.75,78.66
10/23/2018 18:35:38.8,81.42,-21869.6,72.77,78.69
10/23/2018 18:45:38.8,81.06,-21872.9,72.91,78.51
10/23/2018 18:55:38.8,81.53,-21875.9,72.99,78.37
10/23/2018 19:05:38.8,81.26,-21879.1,72.77,78.66
10/23/2018 19:15:38.8,81.42,-21882.4,72.79,78.48
10/23/2018 19:25:38.8,80.98,-21885.4,73.06,78.26
10/23/2018 19:35:38.8,81.38,-21888.4,72.99,78.37
10/23/2018 19:45:38.8,81.30,-21891.6,72.66,78.40
10/23/2018 19:55:38.8,82.25,-21894.8,72.73,78.10
10/23/2018 20:05:38.8,82.69,-21897.7,73.09,78.03
10/23/2018 20:15:38.8,81.61,-21900.5,73.06,78.44
10/23/2018 20:25:38.8,82.92,-21903.7,72.73,78.51
10/23/2018 20:35:38.8,82.33,-21906.9,72.73,78.10
10/23/2018 20:45:38.8,82.21,-21909.9,73.26,78.21
10/23/2018 20:55:38.8,82.53,-21912.8,72.70,78.28
10/23/2018 21:05:38.8,81.77,-21916.0,72.95,78.46
10/23/2018 21:15:38.8,83.04,-21919.1,72.68,78.12
10/23/2018 21:25:38.8,82.33,-21922.1,73.20,77.94
10/23/2018 21:35:38.8,83.12,-21924.9,72.91,78.26
10/23/2018 21:45:38.8,82.53,-21928.0,72.81,78.26
10/23/2018 21:55:38.8,82.25,-21931.0,73.26,78.13
10/23/2018 22:05:38.8,82.41,-21933.6,73.80,78.17
10/23/2018 22:15:38.8,82.92,-21936.2,74.03,78.80
10/23/2018 22:25:38.8,83.96,-21939.0,73.74,78.96
10/23/2018 22:35:38.8,82.65,-21942.2,73.35,78.98
10/23/2018 22:45:38.8,82.96,-21945.0,74.30,78.67
10/23/2018 22:55:38.8,82.69,-21948.3,72.54,78.87
10/23/2018 23:05:38.8,82.13,-21952.1,72.21,78.51
10/23/2018 23:15:38.8,82.29,-21955.2,72.86,77.45
10/23/2018 23:25:38.8,82.01,-21957.6,73.65,77.52
10/23/2018 23:35:38.8,83.24,-21960.0,73.40,78.46
10/23/2018 23:45:38.8,82.45,-21963.2,73.26,78.80
10/23/2018 23:55:38.8,82.96,-21966.2,73.53,78.60
10/24/2018 00:05:38.8,82.57,-21969.1,73.18,78.51
10/24/2018 00:15:38.8,82.73,-21972.4,72.95,78.73
10/24/2018 00:25:38.8,82.61,-21975.5,73.02,78.21
10/24/2018 00:35:38.8,82.33,-21978.4,72.90,78.15
10/24/2018 00:45:38.8,82.49,-21981.5,72.64,78.42
10/24/2018 00:55:38.8,81.97,-21984.7,72.82,77.97
10/24/2018 01:05:38.8,82.80,-21987.5,72.95,77.86
10/24/2018 01:15:38.8,81.61,-21990.4,72.72,78.04
10/24/2018 01:25:38.8,82.65,-21993.4,72.73,78.03
10/24/2018 01:35:38.8,81.69,-21996.3,73.20,77.90
10/24/2018 01:45:38.8,82.65,-21999.0,73.06,78.15
10/24/2018 01:55:38.8,82.21,-22002.1,73.00,78.46
10/24/2018 02:05:38.8,81.89,-22005.1,73.24,78.21
10/24/2018 02:15:38.8,83.08,-22007.8,73.11,78.12
10/24/2018 02:25:38.8,81.77,-22010.8,73.08,78.46
10/24/2018 02:35:38.8,82.21,-22013.9,72.88,78.35
10/24/2018 02:45:38.8,81.38,-22016.8,73.24,78.04
10/24/2018 02:55:38.8,82.92,-22019.7,73.04,78.35
10/24/2018 03:05:38.8,82.49,-22022.8,72.95,78.17
10/24/2018 03:15:38.8,81.81,-22025.7,73.36,78.19
10/24/2018 03:25:38.8,82.57,-22028.5,72.97,78.17
10/24/2018 03:35:38.8,82.01,-22031.6,72.91,78.40
10/24/2018 03:45:38.8,82.53,-22034.6,72.88,78.13
10/24/2018 03:55:38.8,81.38,-22037.4,73.42,78.08
10/24/2018 04:05:38.8,82.53,-22040.2,73.13,78.44
10/24/2018 04:15:38.8,82.05,-22043.3,72.97,78.35
10/24/2018 04:25:38.8,82.41,-22046.2,73.42,78.37
10/24/2018 04:35:38.8,83.20,-22049.1,73.04,78.48
10/24/2018 04:45:38.8,81.73,-22052.3,73.00,78.55
10/24/2018 04:55:38.8,82.41,-22055.3,73.31,78.31
10/24/2018 05:05:38.8,81.69,-22058.0,73.04,78.13
10/24/2018 05:15:38.8,82.37,-22061.1,73.11,78.57
10/24/2018 05:25:38.8,81.65,-22064.1,73.08,78.19
10/24/2018 05:35:38.8,82.01,-22066.9,73.29,78.21
10/24/2018 05:45:38.8,82.53,-22069.9,73.08,78.44
10/24/2018 05:55:38.8,81.57,-22072.9,73.20,78.24
10/24/2018 06:05:38.8,82.61,-22075.7,73.24,78.17
10/24/2018 06:15:38.8,81.93,-22078.7,73.11,78.39
10/24/2018 06:25:38.8,82.37,-22081.7,72.95,78.30
10/24/2018 06:35:38.8,82.33,-22084.6,73.44,78.21
10/24/2018 06:45:38.8,82.57,-22087.5,73.08,78.49
10/24/2018 06:55:38.8,83.04,-22090.6,72.97,78.42
10/24/2018 07:05:38.8,81.85,-22093.5,73.45,78.26
10/24/2018 07:15:38.8,82.57,-22096.5,72.95,78.46
10/24/2018 07:25:38.8,81.30,-22099.6,72.88,78.26
10/24/2018 07:35:38.8,82.41,-22102.5,73.51,78.58
10/24/2018 07:45:38.8,81.93,-22105.4,72.95,78.39
10/24/2018 07:55:38.8,82.33,-22108.6,72.97,78.40
10/24/2018 08:05:38.8,82.49,-22111.4,73.45,78.15
10/24/2018 08:15:38.8,82.25,-22114.2,73.49,78.48
10/24/2018 08:25:38.8,82.57,-22117.1,73.54,78.69
10/24/2018 08:35:38.8,82.25,-22120.0,73.54,78.71
10/24/2018 08:45:38.8,82.96,-22123.0,73.71,79.02
10/24/2018 08:55:38.8,82.17,-22126.1,73.09,78.69
10/24/2018 09:05:38.8,82.53,-22129.0,73.98,78.57
10/24/2018 09:15:38.8,82.69,-22132.1,72.64,78.73
10/24/2018 09:25:38.8,81.34,-22135.3,72.95,78.01
10/24/2018 09:35:38.8,82.17,-22138.2,73.26,78.49
10/24/2018 09:45:38.8,82.37,-22141.0,73.29,78.06
10/24/2018 09:55:38.8,82.92,-22143.7,73.81,78.51
10/24/2018 10:05:38.8,82.49,-22146.4,73.94,78.69
10/24/2018 10:15:38.8,82.92,-22149.1,74.16,78.96
