Time (YY:MM:DD hh:mm:ss.s),Flow (US GPM),Energy NET (BTU),RTD1 Temperature (F),RTD2 Temperature (F)
9/28/2018 06:26:30.8,618.13,-570194560.0,68.97,71.15
9/28/2018 06:36:30.8,642.71,-570285248.0,69.42,70.70
9/28/2018 06:46:30.8,645.66,-570370048.0,69.04,71.15
9/28/2018 06:56:30.8,618.87,-570460864.0,69.53,70.75
9/28/2018 07:06:30.8,621.33,-570545600.0,69.10,71.26
9/28/2018 07:16:30.8,637.55,-570638336.0,69.10,70.56
9/28/2018 07:26:30.8,640.50,-570722112.0,69.22,71.20
9/28/2018 07:36:30.8,639.76,-570816192.0,68.86,70.59
9/28/2018 07:46:30.8,641.97,-570900928.0,69.73,71.24
9/28/2018 07:56:30.8,634.11,-570997056.0,68.77,70.75
9/28/2018 08:06:30.8,636.32,-571088896.0,69.85,71.37
9/28/2018 08:16:30.8,645.66,-571186688.0,69.01,71.08
9/28/2018 08:26:30.8,637.30,-571283712.0,69.04,70.72
9/28/2018 08:36:30.8,635.58,-571376832.0,69.84,71.44
9/28/2018 08:46:30.8,640.25,-571477440.0,68.90,70.92
9/28/2018 08:56:30.8,671.96,-571577408.0,69.19,70.88
9/28/2018 09:06:30.8,639.27,-571677184.0,69.98,71.62
9/28/2018 09:16:30.8,637.30,-571784320.0,69.96,71.74
9/28/2018 09:26:30.8,626.98,-571895104.0,69.91,71.71
9/28/2018 09:36:30.8,649.34,-572009472.0,69.76,71.51
9/28/2018 09:46:30.8,647.62,-572124544.0,68.90,71.11
9/28/2018 09:56:30.8,605.84,-572235712.0,69.03,71.26
9/28/2018 10:06:30.8,626.49,-572348544.0,69.17,71.37
9/28/2018 10:16:30.8,647.62,-572464960.0,69.30,71.60
9/28/2018 10:26:30.8,645.90,-572588096.0,69.42,71.46
9/28/2018 10:36:30.8,636.07,-572708608.0,69.17,71.53
9/28/2018 10:46:30.8,658.68,-572834176.0,69.91,72.00
9/28/2018 10:56:30.8,643.20,-572963648.0,69.40,71.91
9/28/2018 11:06:30.8,648.36,-573098432.0,69.17,71.76
9/28/2018 11:16:30.8,652.79,-573242048.0,69.26,71.98
9/28/2018 11:26:30.8,628.45,-573386112.0,69.44,72.16
9/28/2018 11:36:30.8,639.51,-573532800.0,69.58,72.46
9/28/2018 11:46:30.8,641.48,-573696064.0,69.82,73.04
9/28/2018 11:56:30.8,649.59,-573865088.0,69.57,72.75
9/28/2018 12:06:30.8,615.67,-574036608.0,69.39,72.68
9/28/2018 12:16:30.8,625.01,-574209920.0,69.31,72.55
9/28/2018 12:26:30.8,654.51,-574382144.0,69.26,72.52
9/28/2018 12:36:30.8,616.16,-574553024.0,69.24,72.37
9/28/2018 12:46:30.8,656.96,-574719232.0,69.35,72.43
9/28/2018 12:56:30.8,629.93,-574900032.0,69.49,72.95
9/28/2018 13:06:30.8,641.23,-575093120.0,69.49,73.26
9/28/2018 13:16:30.8,611.49,-575296896.0,69.35,73.20
9/28/2018 13:26:30.8,638.04,-575503296.0,69.42,73.24
9/28/2018 13:36:30.8,642.46,-575724544.0,69.31,73.62
9/28/2018 13:46:30.8,644.67,-575952000.0,69.46,73.74
9/28/2018 13:56:30.8,642.46,-576186368.0,69.48,73.89
9/28/2018 14:06:30.8,642.95,-576433920.0,69.42,74.03
9/28/2018 14:16:30.8,640.74,-576676352.0,69.30,73.78
9/28/2018 14:26:30.8,636.32,-576918144.0,69.28,73.89
9/28/2018 14:36:30.8,640.25,-577159744.0,69.28,73.67
9/28/2018 14:46:30.8,639.27,-577394624.0,69.31,73.72
9/28/2018 14:56:30.8,655.98,-577630400.0,69.26,73.63
9/28/2018 15:06:30.8,655.73,-577865472.0,69.24,73.67
9/28/2018 15:16:30.8,639.76,-578106240.0,69.31,73.81
9/28/2018 15:26:30.8,634.84,-578345984.0,69.35,73.85
9/28/2018 15:36:30.8,648.36,-578587200.0,69.30,73.80
9/28/2018 15:46:30.8,623.78,-578826944.0,69.24,73.80
9/28/2018 15:56:30.8,658.44,-579066944.0,69.35,73.74
9/28/2018 16:06:30.8,646.40,-579295936.0,69.17,73.40
9/28/2018 16:16:30.8,621.57,-579519936.0,69.28,73.42
9/28/2018 16:26:30.8,627.22,-579739648.0,69.42,73.42
9/28/2018 16:36:30.8,642.71,-579954560.0,69.22,73.26
9/28/2018 16:46:30.8,675.40,-580168320.0,69.31,73.29
9/28/2018 16:56:30.8,627.47,-580379584.0,69.24,73.13
9/28/2018 17:06:30.8,638.53,-580584064.0,69.17,72.95
9/28/2018 17:16:30.8,641.48,-580775616.0,69.17,72.68
9/28/2018 17:26:30.8,651.07,-580959744.0,69.21,72.68
9/28/2018 17:36:30.8,651.31,-581143296.0,69.19,72.72
9/28/2018 17:46:30.8,632.88,-581329472.0,69.28,72.72
9/28/2018 17:56:30.8,616.66,-581508672.0,69.13,72.45
9/28/2018 18:06:30.8,642.46,-581681344.0,69.19,72.43
9/28/2018 18:16:30.8,660.90,-581850624.0,69.22,72.37
9/28/2018 18:26:30.8,651.80,-582018624.0,69.26,72.39
9/28/2018 18:36:30.8,636.81,-582180288.0,69.19,72.21
9/28/2018 18:46:30.8,626.00,-582338880.0,69.24,72.18
9/28/2018 18:56:30.8,644.67,-582489472.0,69.22,72.01
9/28/2018 19:06:30.8,644.67,-582640128.0,69.24,72.07
9/28/2018 19:16:30.8,619.61,-582790528.0,69.30,72.14
9/28/2018 19:26:30.8,653.03,-582941952.0,69.28,72.14
9/28/2018 19:36:30.8,640.99,-583093312.0,69.24,72.09
9/28/2018 19:46:30.8,639.02,-583244224.0,69.26,72.12
9/28/2018 19:56:30.8,596.26,-583396032.0,69.28,72.12
9/28/2018 20:06:30.8,640.25,-583547712.0,69.19,72.14
9/28/2018 20:16:30.8,649.34,-583702080.0,69.22,72.16
9/28/2018 20:26:30.8,642.22,-583854400.0,69.26,72.16
9/28/2018 20:36:30.8,646.64,-584006656.0,69.21,72.10
9/28/2018 20:46:30.8,623.29,-584159040.0,69.24,72.09
9/28/2018 20:56:30.8,641.97,-584311168.0,69.24,72.09
9/28/2018 21:06:30.8,641.73,-584462336.0,69.24,72.09
9/28/2018 21:16:30.8,644.18,-584613568.0,69.28,72.09
9/28/2018 21:26:30.8,627.96,-584764032.0,69.21,72.09
9/28/2018 21:36:30.8,633.37,-584915648.0,69.22,72.09
9/28/2018 21:46:30.8,633.61,-585066496.0,69.26,72.09
9/28/2018 21:56:30.8,635.58,-585217344.0,69.24,72.12
9/28/2018 22:06:30.8,618.62,-585369920.0,69.28,72.09
9/28/2018 22:16:30.8,639.27,-585520960.0,69.21,72.07
9/28/2018 22:26:30.8,645.41,-585671936.0,69.26,72.07
9/28/2018 22:36:30.8,665.07,-585822912.0,69.24,72.10
9/28/2018 22:46:30.8,631.89,-585973952.0,69.24,72.07
9/28/2018 22:56:30.8,648.36,-586125632.0,69.21,72.05
9/28/2018 23:06:30.8,626.24,-586274688.0,69.24,71.98
9/28/2018 23:16:30.8,623.78,-586419712.0,69.17,71.87
9/28/2018 23:26:30.8,632.14,-586563008.0,69.17,71.87
9/28/2018 23:36:30.8,641.73,-586708032.0,69.21,71.94
9/28/2018 23:46:30.8,654.26,-586858880.0,69.39,72.25
9/28/2018 23:56:30.8,639.27,-587011264.0,69.46,72.36
9/29/2018 00:06:30.8,637.30,-587166656.0,69.35,72.28
9/29/2018 00:16:30.8,639.02,-587322496.0,69.26,72.21
9/29/2018 00:26:30.8,642.22,-587478592.0,69.24,72.18
9/29/2018 00:36:30.8,614.20,-587599744.0,68.83,71.11
9/29/2018 00:46:30.8,629.93,-587723456.0,68.63,70.99
9/29/2018 00:56:30.8,635.09,-587841472.0,69.21,71.53
9/29/2018 01:06:30.8,637.06,-587961728.0,68.83,71.15
9/29/2018 01:16:30.8,672.69,-588077312.0,69.22,71.46
9/29/2018 01:26:30.8,634.84,-588154560.0,70.21,70.39
9/29/2018 01:36:30.8,641.48,-588162752.0,70.07,70.25
9/29/2018 01:46:30.8,655.24,-588217088.0,69.66,74.48
9/29/2018 01:56:30.8,646.15,-588416640.0,70.02,72.55
9/29/2018 02:06:30.8,625.50,-588547968.0,69.15,71.56
9/29/2018 02:16:30.8,652.79,-588674752.0,69.10,71.46
9/29/2018 02:26:30.8,641.97,-588799872.0,68.99,71.35
9/29/2018 02:36:30.8,623.54,-588924608.0,68.97,71.31
9/29/2018 02:46:30.8,619.61,-589048960.0,68.95,71.29
9/29/2018 02:56:30.8,642.95,-589168576.0,69.80,72.18
9/29/2018 03:06:30.8,646.89,-589293888.0,69.58,71.98
9/29/2018 03:16:30.8,656.96,-589421568.0,69.57,72.01
9/29/2018 03:26:30.8,622.06,-589553792.0,69.57,72.09
9/29/2018 03:36:30.8,644.67,-589690240.0,69.42,72.05
9/29/2018 03:46:30.8,636.56,-589829440.0,69.35,71.96
9/29/2018 03:56:30.8,647.62,-589969088.0,69.28,71.92
9/29/2018 04:06:30.8,637.30,-590107776.0,69.26,71.89
9/29/2018 04:16:30.8,639.76,-590246080.0,69.24,71.83
9/29/2018 04:26:30.8,643.69,-590382784.0,69.30,71.87
9/29/2018 04:36:30.8,625.26,-590519488.0,69.26,71.80
9/29/2018 04:46:30.8,611.49,-590654208.0,69.21,71.71
9/29/2018 04:56:30.8,599.94,-590785408.0,69.30,71.71
9/29/2018 05:06:30.8,643.45,-590916032.0,69.26,71.71
9/29/2018 05:16:30.8,626.49,-591045824.0,69.26,71.71
9/29/2018 05:26:30.8,628.94,-591176064.0,69.24,71.71
9/29/2018 05:36:30.8,640.50,-591306880.0,69.31,71.78
9/29/2018 05:46:30.8,634.84,-591438400.0,69.30,71.76
9/29/2018 05:56:30.8,633.12,-591569856.0,69.28,71.76
9/29/2018 06:06:30.8,631.40,-591702016.0,69.28,71.76
9/29/2018 06:16:30.8,631.65,-591833856.0,69.28,71.76
9/29/2018 06:26:30.8,642.46,-591964992.0,69.22,71.74
9/29/2018 06:36:30.8,625.01,-592095488.0,69.19,71.56
9/29/2018 06:46:30.8,635.34,-592218432.0,68.97,71.10
9/29/2018 06:56:30.8,636.32,-592330112.0,68.52,70.59
9/29/2018 07:06:30.8,622.55,-592435392.0,68.85,70.99
9/29/2018 07:16:30.8,635.34,-592541120.0,69.06,71.15
9/29/2018 07:26:30.8,620.59,-592647424.0,69.21,71.31
9/29/2018 07:36:30.8,636.81,-592753152.0,69.39,71.56
9/29/2018 07:46:30.8,627.96,-592860928.0,69.80,71.38
9/29/2018 07:56:30.8,625.01,-592968576.0,68.97,71.08
9/29/2018 08:06:30.8,642.46,-593076288.0,69.17,71.37
9/29/2018 08:16:30.8,640.74,-593193728.0,70.11,72.43
9/29/2018 08:26:30.8,641.48,-593325632.0,69.46,71.92
9/29/2018 08:36:30.8,592.57,-593458240.0,69.44,71.91
9/29/2018 08:46:30.8,636.07,-593604160.0,69.71,72.45
9/29/2018 08:56:30.8,616.16,-593753792.0,69.62,72.46
9/29/2018 09:06:30.8,635.09,-593905664.0,69.44,72.25
9/29/2018 09:16:30.8,636.32,-594057472.0,69.31,72.19
9/29/2018 09:26:30.8,632.88,-594209920.0,69.30,72.18
9/29/2018 09:36:30.8,653.52,-594370496.0,69.37,72.70
9/29/2018 09:46:30.8,647.38,-594544384.0,69.44,72.68
9/29/2018 09:56:30.8,629.19,-594718272.0,69.31,72.63
9/29/2018 10:06:30.8,642.95,-594900992.0,69.40,72.81
9/29/2018 10:16:30.8,643.94,-595089664.0,69.42,73.04
9/29/2018 10:26:30.8,632.63,-595285376.0,69.31,73.02
9/29/2018 10:36:30.8,604.61,-595479424.0,69.26,72.88
9/29/2018 10:46:30.8,660.16,-595671872.0,69.31,72.90
9/29/2018 10:56:30.8,647.38,-595870464.0,69.39,73.27
9/29/2018 11:06:30.8,637.06,-596079360.0,69.42,73.35
9/29/2018 11:16:30.8,673.19,-596290944.0,69.39,73.40
9/29/2018 11:26:30.8,651.07,-596517312.0,69.49,73.99
9/29/2018 11:36:30.8,658.93,-596765376.0,69.58,74.25
9/29/2018 11:46:30.8,640.74,-597012736.0,69.42,74.12
9/29/2018 11:56:30.8,644.92,-597262208.0,69.35,73.94
9/29/2018 12:06:30.8,647.38,-597508096.0,69.28,73.85
9/29/2018 12:16:30.8,627.47,-597755904.0,69.40,74.12
9/29/2018 12:26:30.8,644.67,-598011264.0,69.40,74.16
9/29/2018 12:36:30.8,647.38,-598271744.0,69.42,74.44
9/29/2018 12:46:30.8,648.61,-598544000.0,69.42,74.37
9/29/2018 12:56:30.8,632.14,-598807808.0,69.19,74.05
9/29/2018 13:06:30.8,602.89,-599067072.0,69.30,74.23
9/29/2018 13:16:30.8,646.64,-599330496.0,69.40,74.32
9/29/2018 13:26:30.8,633.86,-599596288.0,69.39,74.43
9/29/2018 13:36:30.8,652.05,-599865408.0,69.39,74.37
9/29/2018 13:46:30.8,640.25,-600144384.0,69.48,74.75
9/29/2018 13:56:30.8,641.48,-600421952.0,69.35,74.41
9/29/2018 14:06:30.8,630.42,-600695488.0,69.30,74.43
9/29/2018 14:16:30.8,627.72,-600968640.0,69.42,74.53
9/29/2018 14:26:30.8,648.12,-601246592.0,69.48,74.88
9/29/2018 14:36:30.8,648.36,-601535552.0,69.57,75.07
9/29/2018 14:46:30.8,661.39,-601825024.0,69.26,74.53
9/29/2018 14:56:30.8,660.40,-602105024.0,69.35,74.62
9/29/2018 15:06:30.8,651.07,-602387904.0,69.30,74.57
9/29/2018 15:16:30.8,655.00,-602665600.0,69.28,74.44
9/29/2018 15:26:30.8,667.29,-602943744.0,69.30,74.53
9/29/2018 15:36:30.8,631.89,-603245568.0,69.39,75.22
9/29/2018 15:46:30.8,652.05,-603561344.0,69.51,75.74
9/29/2018 15:56:30.8,622.80,-603907008.0,69.80,75.40
9/29/2018 16:06:30.8,632.88,-604204736.0,69.15,74.75
9/29/2018 16:16:30.8,644.92,-604515072.0,69.30,75.42
9/29/2018 16:26:30.8,670.97,-604847296.0,69.48,75.54
9/29/2018 16:36:30.8,635.34,-605156800.0,69.24,74.97
9/29/2018 16:46:30.8,656.72,-605482816.0,69.42,76.24
9/29/2018 16:56:30.8,640.74,-605812992.0,69.13,74.77
9/29/2018 17:06:30.8,635.83,-606139712.0,69.35,75.58
9/29/2018 17:16:30.8,644.67,-606458304.0,69.35,74.91
9/29/2018 17:26:30.8,663.11,-606765952.0,69.24,75.22
9/29/2018 17:36:30.8,653.52,-607091328.0,69.35,75.36
9/29/2018 17:46:30.8,659.67,-607394624.0,69.22,74.46
9/29/2018 17:56:30.8,654.26,-607678336.0,69.13,74.55
9/29/2018 18:06:30.8,638.78,-608001280.0,69.62,75.27
9/29/2018 18:16:30.8,647.38,-608298048.0,69.28,74.93
9/29/2018 18:26:30.8,657.46,-608613184.0,69.35,75.25
9/29/2018 18:36:30.8,634.84,-608912960.0,69.28,74.70
9/29/2018 18:46:30.8,645.66,-609194432.0,69.13,74.55
9/29/2018 18:56:30.8,615.43,-609511872.0,69.35,75.60
9/29/2018 19:06:30.8,639.76,-609806016.0,69.28,74.84
9/29/2018 19:16:30.8,644.18,-610117696.0,69.39,75.25
9/29/2018 19:26:30.8,652.29,-610417536.0,69.30,74.52
9/29/2018 19:36:30.8,650.33,-610704384.0,69.12,74.68
9/29/2018 19:46:30.8,642.22,-611008768.0,69.35,75.07
9/29/2018 19:56:30.8,666.55,-611303232.0,69.26,74.46
9/29/2018 20:06:30.8,677.12,-611597120.0,69.35,75.00
9/29/2018 20:16:30.8,646.64,-611901632.0,69.28,74.62
9/29/2018 20:26:30.8,650.33,-612183168.0,69.17,74.62
9/29/2018 20:36:30.8,645.90,-612483200.0,69.35,74.98
9/29/2018 20:46:30.8,653.77,-612769344.0,69.24,74.39
9/29/2018 20:56:30.8,648.12,-613055808.0,69.24,74.86
9/29/2018 21:06:30.8,633.37,-613359040.0,69.39,74.71
9/29/2018 21:16:30.8,630.17,-613637888.0,69.10,74.44
9/29/2018 21:26:30.8,678.35,-613933824.0,69.39,74.95
9/29/2018 21:36:30.8,622.31,-614221632.0,69.31,74.41
9/29/2018 21:46:30.8,633.12,-614493824.0,69.17,74.77
9/29/2018 21:56:30.8,662.86,-614791360.0,69.37,74.86
9/29/2018 22:06:30.8,652.29,-615073152.0,69.28,74.41
9/29/2018 22:16:30.8,633.37,-615359488.0,69.24,74.86
9/29/2018 22:26:30.8,646.40,-615649856.0,69.35,74.44
9/29/2018 22:36:30.8,640.01,-615926336.0,69.24,74.68
9/29/2018 22:46:30.8,641.23,-616234944.0,69.39,75.31
9/29/2018 22:56:30.8,638.78,-616518336.0,69.24,74.32
9/29/2018 23:06:30.8,640.25,-616801728.0,69.22,74.75
9/29/2018 23:16:30.8,633.86,-617090880.0,69.26,74.35
9/29/2018 23:26:30.8,626.98,-617351488.0,69.15,73.99
9/29/2018 23:36:30.8,669.74,-617633024.0,69.37,75.20
9/29/2018 23:46:30.8,641.48,-617917184.0,69.31,74.30
9/29/2018 23:56:30.8,624.28,-618187136.0,69.19,74.39
9/30/2018 00:06:30.8,632.63,-618463360.0,69.28,74.21
9/30/2018 00:16:30.8,654.26,-618729024.0,69.19,74.01
9/30/2018 00:26:30.8,643.69,-618984320.0,69.24,73.96
9/30/2018 00:36:30.8,630.91,-619240128.0,69.28,74.25
9/30/2018 00:46:30.8,621.82,-619503808.0,69.37,73.96
9/30/2018 00:56:30.8,666.79,-619749056.0,69.19,73.92
9/30/2018 01:06:30.8,640.01,-620015040.0,69.40,74.48
9/30/2018 01:16:30.8,637.06,-620267584.0,69.28,73.81
9/30/2018 01:26:30.8,644.18,-620519488.0,69.26,74.34
9/30/2018 01:36:30.8,643.45,-620800064.0,69.49,74.66
9/30/2018 01:46:30.8,650.08,-621061376.0,69.24,73.87
9/30/2018 01:56:30.8,632.39,-621317056.0,69.19,74.17
9/30/2018 02:06:30.8,652.05,-621585984.0,69.35,74.05
9/30/2018 02:16:30.8,640.50,-621834880.0,69.19,73.90
9/30/2018 02:26:30.8,625.75,-622095424.0,69.30,74.10
9/30/2018 02:36:30.8,653.77,-622351168.0,69.30,74.10
9/30/2018 02:46:30.8,660.90,-622609408.0,69.28,74.25
9/30/2018 02:56:30.8,643.45,-622871232.0,69.35,73.99
9/30/2018 03:06:30.8,627.96,-623115584.0,69.22,73.87
9/30/2018 03:16:30.8,627.72,-623378240.0,69.39,74.30
9/30/2018 03:26:30.8,658.93,-623628352.0,69.28,73.87
9/30/2018 03:36:30.8,628.70,-623885440.0,69.30,74.05
9/30/2018 03:46:30.8,623.29,-624136576.0,69.26,73.98
9/30/2018 03:56:30.8,648.85,-624385600.0,69.26,73.85
9/30/2018 04:06:30.8,656.47,-624630400.0,69.24,73.85
9/30/2018 04:16:30.8,627.96,-624877248.0,69.31,73.87
9/30/2018 04:26:30.8,644.18,-625122496.0,69.28,73.85
9/30/2018 04:36:30.8,642.95,-625360640.0,69.26,73.69
9/30/2018 04:46:30.8,638.53,-625595904.0,69.26,73.58
9/30/2018 04:56:30.8,659.18,-625820736.0,69.22,73.35
9/30/2018 05:06:30.8,646.64,-626037440.0,69.21,73.20
9/30/2018 05:16:30.8,624.03,-626253632.0,69.26,73.29
9/30/2018 05:26:30.8,643.45,-626472064.0,69.28,73.33
9/30/2018 05:36:30.8,639.51,-626681088.0,69.21,73.22
9/30/2018 05:46:30.8,656.23,-626901056.0,69.31,73.24
9/30/2018 05:56:30.8,642.95,-627098240.0,69.15,72.86
9/30/2018 06:06:30.8,636.32,-627312384.0,69.35,73.44
9/30/2018 06:16:30.8,639.27,-627517376.0,69.24,72.84
9/30/2018 06:26:30.8,663.35,-627719552.0,69.26,73.29
9/30/2018 06:36:30.8,612.72,-627939776.0,69.42,73.42
9/30/2018 06:46:30.8,660.90,-628138112.0,69.17,72.82
9/30/2018 06:56:30.8,646.64,-628345856.0,69.26,73.35
9/30/2018 07:06:30.8,641.97,-628553664.0,69.26,72.95
9/30/2018 07:16:30.8,635.83,-628747200.0,69.19,73.17
9/30/2018 07:26:30.8,652.05,-628962560.0,69.39,73.33
9/30/2018 07:36:30.8,646.40,-629164672.0,69.31,72.97
9/30/2018 07:46:30.8,632.63,-629376448.0,69.35,73.71
9/30/2018 07:56:30.8,650.08,-629608640.0,69.53,73.76
9/30/2018 08:06:30.8,644.18,-629826880.0,69.26,73.35
9/30/2018 08:16:30.8,628.70,-630078400.0,69.58,74.61
9/30/2018 08:26:30.8,629.93,-630335424.0,69.44,74.05
9/30/2018 08:36:30.8,659.42,-630578496.0,69.24,73.92
9/30/2018 08:46:30.8,638.28,-630846400.0,69.42,74.55
9/30/2018 08:56:30.8,660.40,-631107840.0,69.35,73.98
9/30/2018 09:06:30.8,614.44,-631354880.0,69.08,73.87
9/30/2018 09:16:30.8,643.69,-631635968.0,69.58,75.31
9/30/2018 09:26:30.8,659.91,-631930624.0,69.35,74.68
9/30/2018 09:36:30.8,646.15,-632222400.0,69.35,75.02
9/30/2018 09:46:30.8,653.28,-632522240.0,69.39,74.84
9/30/2018 09:56:30.8,649.84,-632814528.0,69.28,75.16
9/30/2018 10:06:30.8,622.80,-633149568.0,69.57,77.70
9/30/2018 10:16:30.8,621.82,-633465024.0,69.24,75.33
9/30/2018 10:26:30.8,635.83,-633807552.0,69.57,75.87
9/30/2018 10:36:30.8,649.34,-634132672.0,69.28,75.38
9/30/2018 10:46:30.8,669.25,-634460608.0,69.35,75.74
9/30/2018 10:56:30.8,638.04,-634817728.0,69.64,76.30
9/30/2018 11:06:30.8,632.14,-635152640.0,69.44,75.65
9/30/2018 11:16:30.8,662.62,-635522944.0,69.69,77.13
9/30/2018 11:26:30.8,649.10,-635913984.0,69.67,76.51
9/30/2018 11:36:30.8,637.55,-636321088.0,69.75,77.52
9/30/2018 11:46:30.8,642.46,-636717248.0,69.53,77.00
9/30/2018 11:56:30.8,647.38,-637137088.0,69.53,77.59
9/30/2018 12:06:30.8,639.02,-637545152.0,69.39,76.66
9/30/2018 12:16:30.8,644.43,-637937344.0,69.21,76.75
9/30/2018 12:26:30.8,636.56,-638378752.0,69.64,77.79
9/30/2018 12:36:30.8,651.07,-638782848.0,69.28,76.77
9/30/2018 12:46:30.8,647.13,-639211648.0,69.24,77.74
9/30/2018 12:56:30.8,625.50,-639632128.0,69.35,76.80
9/30/2018 13:06:30.8,645.66,-640036480.0,69.39,77.20
9/30/2018 13:16:30.8,639.76,-640468544.0,69.30,77.74
9/30/2018 13:26:30.8,647.13,-640869312.0,69.10,76.32
9/30/2018 13:36:30.8,648.61,-641260736.0,69.21,76.77
9/30/2018 13:46:30.8,655.00,-641649792.0,69.17,76.24
9/30/2018 13:56:30.8,653.77,-642005248.0,69.13,76.01
9/30/2018 14:06:30.8,636.81,-642412352.0,69.69,77.45
9/30/2018 14:16:30.8,648.12,-642815488.0,69.22,76.62
9/30/2018 14:26:30.8,644.18,-643198208.0,69.48,76.55
9/30/2018 14:36:30.8,632.14,-643609344.0,69.55,76.48
9/30/2018 14:46:30.8,634.84,-643973120.0,69.19,75.99
9/30/2018 14:56:30.8,627.96,-644348096.0,69.21,75.74
9/30/2018 15:06:30.8,647.13,-644693440.0,68.97,75.07
9/30/2018 15:16:30.8,653.28,-645043264.0,69.26,75.20
9/30/2018 15:26:30.8,635.83,-645362240.0,69.01,75.16
9/30/2018 15:36:30.8,629.44,-645694784.0,69.39,75.61
9/30/2018 15:46:30.8,624.03,-646025600.0,69.39,75.49
9/30/2018 15:56:30.8,629.93,-646357056.0,69.35,75.43
9/30/2018 16:06:30.8,648.61,-646681600.0,69.21,75.20
9/30/2018 16:16:30.8,650.57,-646998144.0,69.22,75.06
9/30/2018 16:26:30.8,648.85,-647300096.0,69.17,74.79
9/30/2018 16:36:30.8,638.78,-647620352.0,69.35,75.33
9/30/2018 16:46:30.8,653.28,-647897408.0,69.06,74.25
9/30/2018 16:56:30.8,651.80,-648186432.0,69.31,74.71
9/30/2018 17:06:30.8,683.75,-648468800.0,69.28,74.55
9/30/2018 17:16:30.8,646.64,-648749888.0,69.31,74.50
9/30/2018 17:26:30.8,643.45,-649023360.0,69.30,74.35
9/30/2018 17:36:30.8,631.89,-649304320.0,69.30,74.66
9/30/2018 17:46:30.8,638.53,-649585792.0,69.30,74.37
9/30/2018 17:56:30.8,634.35,-649850048.0,69.21,74.34
9/30/2018 18:06:30.8,639.02,-650138048.0,69.42,74.84
9/30/2018 18:16:30.8,635.34,-650411776.0,69.30,74.10
9/30/2018 18:26:30.8,652.05,-650680960.0,69.26,74.75
9/30/2018 18:36:30.8,632.63,-650961728.0,69.35,74.44
9/30/2018 18:46:30.8,663.60,-651225152.0,69.24,74.03
9/30/2018 18:56:30.8,631.16,-651493696.0,69.26,74.66
9/30/2018 19:06:30.8,654.51,-651771520.0,69.28,74.53
9/30/2018 19:16:30.8,617.39,-652032704.0,69.21,73.89
9/30/2018 19:26:30.8,634.35,-652292672.0,69.24,74.30
9/30/2018 19:36:30.8,647.13,-652564672.0,69.35,74.01
9/30/2018 19:46:30.8,639.27,-652807232.0,69.12,73.74
9/30/2018 19:56:30.8,600.93,-653056576.0,69.24,73.87
9/30/2018 20:06:30.8,664.58,-653308864.0,69.31,73.90
9/30/2018 20:16:30.8,649.59,-653538816.0,69.06,73.26
9/30/2018 20:26:30.8,638.78,-653774912.0,69.26,73.87
9/30/2018 20:36:30.8,634.60,-654015680.0,69.28,73.45
9/30/2018 20:46:30.8,651.07,-654214336.0,69.01,72.61
9/30/2018 20:56:30.8,654.26,-654413248.0,69.12,73.09
9/30/2018 21:06:30.8,642.46,-654621376.0,69.30,73.06
9/30/2018 21:16:30.8,647.38,-654815488.0,69.19,72.81
9/30/2018 21:26:30.8,642.46,-655020416.0,69.30,73.40
9/30/2018 21:36:30.8,636.32,-655236928.0,69.31,73.26
9/30/2018 21:46:30.8,638.53,-655451264.0,69.35,73.33
9/30/2018 21:56:30.8,654.01,-655681280.0,69.51,74.03
9/30/2018 22:06:30.8,656.47,-655937792.0,69.71,74.37
9/30/2018 22:16:30.8,630.91,-656177024.0,69.39,73.94
9/30/2018 22:26:30.8,640.99,-656431488.0,69.39,74.19
9/30/2018 22:36:30.8,618.38,-656668416.0,69.19,73.42
9/30/2018 22:46:30.8,604.61,-656907648.0,69.30,74.10
9/30/2018 22:56:30.8,641.97,-657159552.0,69.37,73.69
9/30/2018 23:06:30.8,642.95,-657382720.0,69.19,73.29
9/30/2018 23:16:30.8,654.01,-657628096.0,69.37,74.16
9/30/2018 23:26:30.8,656.72,-657877120.0,69.39,73.90
9/30/2018 23:36:30.8,658.68,-658112512.0,69.26,73.81
9/30/2018 23:46:30.8,648.85,-658364736.0,69.35,73.98
9/30/2018 23:56:30.8,626.49,-658593472.0,69.19,73.87
10/1/2018 00:06:30.8,640.50,-658850304.0,69.37,74.01
10/1/2018 00:16:30.8,582.49,-659048576.0,68.77,71.96
10/1/2018 00:26:30.8,632.63,-659217280.0,68.90,72.50
10/1/2018 00:36:30.8,649.34,-659459776.0,69.91,74.93
10/1/2018 00:46:30.8,652.29,-659748416.0,70.09,75.83
10/1/2018 00:56:30.8,615.67,-660047680.0,69.71,75.20
10/1/2018 01:06:30.8,641.48,-660353728.0,69.49,75.87
10/1/2018 01:16:30.8,642.71,-660658880.0,69.37,74.82
10/1/2018 01:26:30.8,678.84,-660951104.0,69.24,75.02
10/1/2018 01:36:30.8,635.34,-661260736.0,69.35,74.95
10/1/2018 01:46:30.8,623.05,-661549056.0,69.21,74.44
10/1/2018 01:56:30.8,634.60,-661853312.0,69.28,75.45
10/1/2018 02:06:30.8,641.97,-662153600.0,69.35,74.66
10/1/2018 02:16:30.8,649.59,-662436928.0,69.17,74.62
10/1/2018 02:26:30.8,632.63,-662738176.0,69.31,74.89
