Time (YY:MM:DD hh:mm:ss.s),Flow (US GPM),Energy NET (BTU),RTD1 Temperature (F),RTD2 Temperature (F)
9/10/2018 06:36:30.8,452.72,-121702344.0,69.57,72.46
9/10/2018 06:46:30.8,471.89,-121822752.0,69.58,72.54
9/10/2018 06:56:30.8,463.04,-121927472.0,69.15,71.55
9/10/2018 07:06:30.8,465.50,-122015632.0,68.86,71.10
9/10/2018 07:16:30.8,466.48,-122093576.0,68.77,70.70
9/10/2018 07:26:30.8,473.61,-122179168.0,69.08,71.71
9/10/2018 07:36:30.8,466.73,-122286800.0,69.66,72.50
9/10/2018 07:46:30.8,470.42,-122396848.0,69.51,72.41
9/10/2018 07:56:30.8,471.89,-122510776.0,69.35,72.32
9/10/2018 08:06:30.8,475.82,-122642208.0,69.66,73.13
9/10/2018 08:16:30.8,470.66,-122788400.0,69.58,73.54
9/10/2018 08:26:30.8,456.41,-122936560.0,69.44,72.99
9/10/2018 08:36:30.8,478.28,-123087128.0,69.31,73.54
9/10/2018 08:46:30.8,467.22,-123247672.0,69.64,73.89
9/10/2018 08:56:30.8,467.96,-123419992.0,69.57,73.94
9/10/2018 09:06:30.8,466.73,-123600968.0,69.44,73.99
9/10/2018 09:16:30.8,471.15,-123790448.0,69.67,74.66
9/10/2018 09:26:30.8,471.89,-123990440.0,69.64,75.25
9/10/2018 09:36:30.8,472.14,-124218272.0,69.98,75.90
9/10/2018 09:46:30.8,469.93,-124453408.0,69.98,76.10
9/10/2018 09:56:30.8,465.50,-124697408.0,69.89,76.91
9/10/2018 10:06:30.8,464.52,-124989656.0,70.34,77.92
9/10/2018 10:16:30.8,481.72,-125283792.0,70.72,78.21
9/10/2018 10:26:30.8,469.43,-125581584.0,71.01,78.66
9/10/2018 10:36:30.8,465.99,-125885504.0,71.29,79.29
